Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),Left shoulder[x](cm),Left shoulder[y](cm),Left shoulder[z](cm),Right shoulder[x](cm),Right shoulder[y](cm),Right shoulder[z](cm),Left waist[x](cm),Left waist[y](cm),Left waist[z](cm),Right waist[x](cm),Right waist[y](cm),Right waist[z](cm),Left knee[x](cm),Left knee[y](cm),Left knee[z](cm),Right knee[x](cm),Right knee[y](cm),Right knee[z](cm),Left heel[x](cm),Left heel[y](cm),Left heel[z](cm),Right heel[x](cm),Right heel[y](cm),Right heel[z](cm),Left toe[x](cm),Left toe[y](cm),Left toe[z](cm),Right toe[x](cm),Right toe[y](cm),Right toe[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_Left shoulder[x](cm),SD_Left shoulder[y](cm),SD_Left shoulder[z](cm),SD_Right shoulder[x](cm),SD_Right shoulder[y](cm),SD_Right shoulder[z](cm),SD_Left waist[x](cm),SD_Left waist[y](cm),SD_Left waist[z](cm),SD_Right waist[x](cm),SD_Right waist[y](cm),SD_Right waist[z](cm),SD_Left knee[x](cm),SD_Left knee[y](cm),SD_Left knee[z](cm),SD_Right knee[x](cm),SD_Right knee[y](cm),SD_Right knee[z](cm),SD_Left heel[x](cm),SD_Left heel[y](cm),SD_Left heel[z](cm),SD_Right heel[x](cm),SD_Right heel[y](cm),SD_Right heel[z](cm),SD_Left toe[x](cm),SD_Left toe[y](cm),SD_Left toe[z](cm),SD_Right toe[x](cm),SD_Right toe[y](cm),SD_Right toe[z](cm)
44.500000,-1.182484,-0.418480,94.455360,1.098143,-0.583710,94.522484,-23.765045,1.816940,135.296036,24.058109,2.854942,136.377289,-19.092724,-2.870430,83.976677,19.011868,-3.080246,83.120041,-14.739704,-12.620220,49.466541,13.011512,-11.920143,47.557774,-10.899682,-30.645924,8.102576,9.749606,-31.987278,8.941403,-10.735907,-15.143639,3.377304,8.357795,-15.606594,3.844512,,1.025048,2.597588,0.494083,0.995792,1.874853,0.290461,1.215351,2.018171,0.571878,1.074674,1.930636,0.586149,0.964310,2.559978,0.518579,0.924848,2.270047,0.364137,1.037915,3.092007,0.610098,1.035707,2.428365,0.315030,1.202218,2.701638,0.716019,1.141287,2.322968,0.441797,1.198410,2.874430,0.126853,1.077974,2.553724,0.078338
45.000000,-1.147651,-0.431534,94.436768,1.061052,-0.605827,94.494797,-23.707279,1.838509,135.276566,24.008190,2.856316,136.332581,-19.058548,-2.871941,83.965912,18.961971,-3.069336,83.096153,-14.728006,-12.753868,49.496567,12.984630,-12.041248,47.567268,-10.910067,-31.168613,8.269032,9.760896,-32.508034,9.124206,-10.726877,-15.754959,3.355749,8.349327,-16.245453,3.834525,,1.024303,2.597762,0.499057,0.990944,1.872954,0.296420,1.217297,2.023592,0.569331,1.077249,1.914959,0.597395,0.960553,2.571621,0.518929,0.909248,2.269803,0.366364,1.029646,3.100929,0.616192,1.027064,2.428257,0.314974,1.208354,2.690727,0.716305,1.138121,2.314286,0.443148,1.194754,2.865594,0.122273,1.074561,2.553129,0.073610
45.500000,-1.112818,-0.444580,94.418175,1.023961,-0.627937,94.467110,-23.649509,1.860077,135.257126,23.958275,2.857689,136.287872,-19.024372,-2.873444,83.955139,18.912075,-3.058434,83.072266,-14.716310,-12.887516,49.526588,12.957746,-12.162350,47.576767,-10.920452,-31.691303,8.435488,9.772184,-33.028790,9.307007,-10.717848,-16.366280,3.334194,8.340858,-16.884315,3.824538,,1.023670,2.598008,0.504198,0.986274,1.871205,0.302918,1.219406,2.029177,0.567196,1.080076,1.899811,0.609087,0.957603,2.583444,0.519962,0.894216,2.269789,0.369376,1.021815,3.110105,0.622943,1.019043,2.428289,0.316780,1.215286,2.680108,0.717415,1.135935,2.305689,0.445730,1.191539,2.856961,0.119751,1.071358,2.552637,0.071639
46.000000,-1.079024,-0.452942,94.394737,0.983771,-0.645607,94.436577,-23.588543,1.879890,135.235138,23.903893,2.862701,136.241013,-18.995453,-2.853386,83.935944,18.854691,-3.035355,83.046593,-14.711965,-12.996162,49.557880,12.937001,-12.263828,47.580513,-10.930316,-32.204258,8.611314,9.790576,-33.527908,9.500834,-10.711511,-16.986130,3.318657,8.336876,-17.531155,3.810956,,1.024307,2.598539,0.507806,0.984078,1.872275,0.308695,1.219154,2.034812,0.560907,1.090028,1.892451,0.621723,0.961860,2.592378,0.520353,0.882026,2.270953,0.375690,1.020260,3.115436,0.626713,1.007831,2.429620,0.316146,1.222471,2.668521,0.715049,1.126888,2.298751,0.452584,1.186646,2.855296,0.118214,1.066637,2.550138,0.070842
46.500000,-1.046210,-0.454033,94.364685,0.941256,-0.659950,94.403915,-23.527020,1.898796,135.209427,23.846165,2.870453,136.192566,-18.972288,-2.810532,83.908150,18.791695,-3.003151,83.019585,-14.706352,-13.078102,49.586617,12.920861,-12.350586,47.579952,-10.942322,-32.705593,8.798988,9.814294,-34.010803,9.702929,-10.710786,-17.613625,3.309882,8.336258,-18.183979,3.794678,,1.025449,2.598040,0.510254,0.983725,1.875606,0.313806,1.214891,2.039679,0.552132,1.105367,1.891272,0.635138,0.968101,2.597803,0.521203,0.871783,2.273224,0.384430,1.030862,3.118584,0.630858,0.994301,2.432498,0.313884,1.225842,2.656869,0.704748,1.112952,2.293312,0.463205,1.179379,2.860410,0.116757,1.061029,2.546130,0.071186
47.000000,-1.013395,-0.455124,94.334625,0.898740,-0.674286,94.371246,-23.465496,1.917702,135.183731,23.788437,2.878197,136.144119,-18.949123,-2.767670,83.880356,18.728695,-2.970947,82.992577,-14.700741,-13.160049,49.615353,12.904721,-12.437344,47.579391,-10.954327,-33.206924,8.986662,9.838012,-34.493698,9.905024,-10.710060,-18.241119,3.301106,8.335640,-18.836800,3.778400,,1.026634,2.597635,0.512814,0.983479,1.879225,0.319102,1.210941,2.044734,0.543926,1.120924,1.890908,0.648910,0.974620,2.603339,0.522744,0.861716,2.275932,0.393607,1.041945,3.121898,0.635985,0.981319,2.436193,0.313166,1.230193,2.645442,0.695586,1.100048,2.288258,0.475283,1.172612,2.865700,0.117636,1.055889,2.542184,0.073842
47.500000,-0.978667,-0.453545,94.300705,0.854792,-0.684059,94.337814,-23.402775,1.936325,135.154999,23.727627,2.887199,136.099930,-18.926262,-2.720123,83.848915,18.666050,-2.926407,82.962822,-14.696035,-13.233982,49.639324,12.886718,-12.507881,47.569756,-10.972740,-33.700493,9.177231,9.866026,-34.961670,10.113927,-10.710969,-18.871159,3.291275,8.346681,-19.493675,3.766346,,1.027497,2.596647,0.513672,0.982057,1.883665,0.324837,1.206707,2.050167,0.532922,1.134409,1.894414,0.659205,0.981261,2.608000,0.521206,0.847888,2.276572,0.403511,1.054533,3.124582,0.638293,0.970855,2.444193,0.315187,1.230006,2.629029,0.690200,1.088837,2.288223,0.482554,1.166739,2.873099,0.112017,1.055479,2.536624,0.075921
48.000000,-0.943753,-0.451004,94.265961,0.809698,-0.690178,94.303780,-23.340324,1.955353,135.125885,23.664352,2.897194,136.059158,-18.903519,-2.670631,83.816750,18.603691,-2.872009,82.930878,-14.691091,-13.303814,49.662201,12.867229,-12.565445,47.552860,-10.994230,-34.191441,9.368919,9.897477,-35.417706,10.328277,-10.712127,-19.502094,3.279410,8.367048,-20.153790,3.757673,,1.028297,2.595680,0.514808,0.979742,1.888783,0.331023,1.202245,2.055679,0.521966,1.146415,1.901029,0.666724,0.988045,2.612788,0.519972,0.831508,2.275749,0.414454,1.068229,3.128047,0.641689,0.962450,2.455274,0.319949,1.225725,2.612206,0.685952,1.079335,2.292056,0.485972,1.161460,2.880957,0.101678,1.058972,2.529812,0.078329
48.500000,-0.908838,-0.448456,94.231209,0.764604,-0.696289,94.269737,-23.277874,1.974373,135.096771,23.601074,2.907188,136.018372,-18.880772,-2.621132,83.784584,18.541328,-2.817612,82.898926,-14.686146,-13.373646,49.685081,12.847737,-12.623009,47.535965,-11.015720,-34.682388,9.560607,9.928927,-35.873737,10.542625,-10.713284,-20.133026,3.267545,8.387415,-20.813900,3.748999,,1.029178,2.594774,0.516166,0.977570,1.894129,0.337455,1.198159,2.061390,0.511572,1.158792,1.908261,0.674504,0.995096,2.617691,0.519374,0.815883,2.275497,0.426229,1.082335,3.131855,0.646341,0.954533,2.466494,0.326498,1.222075,2.595814,0.682607,1.071108,2.295988,0.490381,1.156790,2.888972,0.093084,1.062967,2.523098,0.083125
49.000000,-0.869981,-0.433823,94.187019,0.712220,-0.696068,94.231506,-23.205158,1.989777,135.061737,23.527317,2.910713,135.981339,-18.853571,-2.532516,83.745331,18.473785,-2.740784,82.862907,-14.678466,-13.386505,49.697544,12.833831,-12.644287,47.503654,-11.037354,-35.138840,9.758630,9.964038,-36.295128,10.761512,-10.728264,-20.765419,3.268498,8.415853,-21.463463,3.755325,,1.026201,2.595633,0.513870,0.980249,1.901911,0.339267,1.185065,2.062011,0.498582,1.177240,1.931146,0.678697,0.996729,2.618915,0.520721,0.804230,2.268309,0.439655,1.092319,3.143706,0.647524,0.944778,2.462739,0.326143,1.223014,2.586066,0.668997,1.066026,2.298405,0.498445,1.156566,2.897835,0.079453,1.056615,2.514715,0.084127
49.500000,-0.830547,-0.416779,94.140877,0.658620,-0.694786,94.192574,-23.130436,2.004654,135.025238,23.451813,2.913170,135.944931,-18.825706,-2.435883,83.704300,18.405380,-2.660210,82.826218,-14.671321,-13.387257,49.708275,12.820855,-12.659512,47.468777,-11.059181,-35.587158,9.958056,9.999757,-36.710743,10.981154,-10.747046,-21.397850,3.272352,8.445636,-22.111263,3.764152,,1.022286,2.597163,0.511163,0.983788,1.910459,0.340507,1.171316,2.061932,0.485926,1.196940,1.956977,0.682657,0.996173,2.619965,0.522879,0.794417,2.260701,0.453788,1.100782,3.157808,0.648852,0.934908,2.457775,0.325260,1.225682,2.578975,0.653042,1.061970,2.301161,0.507547,1.157003,2.907391,0.069214,1.048679,2.506196,0.087825
50.000000,-0.791112,-0.399727,94.094742,0.605021,-0.693504,94.153648,-23.055710,2.019531,134.988739,23.376308,2.915619,135.908524,-18.797840,-2.339241,83.663269,18.336971,-2.579636,82.789520,-14.664176,-13.388004,49.719009,12.807879,-12.674740,47.433899,-11.081010,-36.035477,10.157483,10.035477,-37.126362,11.200798,-10.765827,-22.030281,3.276205,8.475419,-22.759064,3.772979,,1.018435,2.598883,0.508811,0.987399,1.919413,0.341979,1.157841,2.062035,0.473648,1.216919,1.983222,0.687026,0.995916,2.621294,0.525578,0.786001,2.253953,0.468416,1.109458,3.172513,0.651368,0.925302,2.454222,0.325231,1.228687,2.572075,0.638610,1.058595,2.304565,0.517184,1.158128,2.917058,0.067848,1.040949,2.497841,0.094887
50.500000,-0.750378,-0.376572,94.049728,0.551894,-0.678223,94.116768,-22.979088,2.034767,134.953125,23.296856,2.920570,135.878952,-18.765633,-2.233421,83.621582,18.278355,-2.474388,82.746399,-14.650461,-13.362095,49.724297,12.797662,-12.627533,47.391304,-11.111086,-36.472248,10.367046,10.078914,-37.518887,11.438725,-10.791120,-22.654583,3.288214,8.505335,-23.394009,3.799699,,1.015170,2.599810,0.504604,0.988893,1.930205,0.341498,1.146118,2.062145,0.457767,1.230988,2.011905,0.684831,0.998306,2.621256,0.522924,0.786108,2.249526,0.487359,1.122339,3.186346,0.655418,0.929293,2.458834,0.330583,1.215783,2.560822,0.623130,1.053745,2.311679,0.514658,1.145555,2.921561,0.065995,1.040518,2.491566,0.093852
51.000000,-0.709644,-0.353416,94.004715,0.498768,-0.662941,94.079895,-22.902462,2.050011,134.917511,23.217403,2.925529,135.849396,-18.733427,-2.127602,83.579903,18.219738,-2.369133,82.703285,-14.636747,-13.336185,49.729584,12.787442,-12.580326,47.348709,-11.141161,-36.909019,10.576611,10.122351,-37.911411,11.676652,-10.816412,-23.278881,3.300223,8.535251,-24.028950,3.826419,,1.011990,2.600896,0.500823,0.990420,1.941325,0.341321,1.134658,2.062438,0.442331,1.245286,2.040943,0.683139,1.001010,2.621390,0.521088,0.787256,2.245826,0.506939,1.135424,3.201360,0.661093,0.933764,2.464492,0.337003,1.203329,2.549976,0.609054,1.049376,2.318967,0.512737,1.133387,2.926275,0.071191,1.040381,2.485311,0.095255
51.500000,-0.666218,-0.327957,93.959267,0.444954,-0.646217,94.043167,-22.823154,2.064659,134.880783,23.137787,2.928932,135.820648,-18.697689,-2.018166,83.538239,18.162228,-2.260376,82.658409,-14.622301,-13.286888,49.726742,12.775685,-12.520550,47.301502,-11.170399,-37.335560,10.788977,10.165277,-38.298424,11.917389,-10.841322,-23.898674,3.310706,8.564792,-24.658993,3.855287,,1.008477,2.602807,0.496377,0.992100,1.952507,0.341084,1.124067,2.063247,0.426892,1.257951,2.070258,0.680147,1.003146,2.622117,0.520130,0.788921,2.241779,0.525446,1.143839,3.218156,0.666795,0.939496,2.467109,0.341701,1.193473,2.543899,0.596399,1.046689,2.325269,0.513164,1.122884,2.927919,0.081437,1.039757,2.478539,0.097783
52.000000,-0.610731,-0.290405,93.911362,0.387016,-0.620857,94.007347,-22.735020,2.074409,134.839401,23.057159,2.923042,135.796875,-18.645725,-1.892639,83.496338,18.111362,-2.130638,82.602959,-14.595316,-13.127659,49.679604,12.754697,-12.385361,47.226631,-11.199340,-37.714104,11.016821,10.205147,-38.652348,12.174990,-10.866545,-24.493294,3.315131,8.592084,-25.259644,3.897041,,1.001454,2.606658,0.486069,0.994603,1.962432,0.339213,1.113991,2.064339,0.409056,1.259714,2.099485,0.667046,0.996129,2.623132,0.520612,0.788251,2.232060,0.535052,1.136376,3.241421,0.664929,0.950571,2.446879,0.331442,1.189528,2.555191,0.590137,1.051798,2.325524,0.524698,1.121220,2.915958,0.091615,1.035226,2.468830,0.094497
52.500000,-0.555243,-0.252853,93.863464,0.329077,-0.595497,93.971519,-22.646881,2.084160,134.798004,22.976532,2.917152,135.773087,-18.593761,-1.767120,83.454430,18.060501,-2.000900,82.547516,-14.568332,-12.968433,49.632462,12.733710,-12.250172,47.151760,-11.228281,-38.092648,11.244663,10.245015,-39.006271,12.432590,-10.891768,-25.087910,3.319555,8.619377,-25.860294,3.938794,,0.994553,2.610793,0.476162,0.997246,1.972621,0.338029,1.104604,2.065620,0.391899,1.261697,2.128904,0.654937,0.989341,2.624448,0.522045,0.788162,2.223161,0.545793,1.129851,3.266303,0.664769,0.962356,2.428812,0.323103,1.186584,2.567373,0.586419,1.057624,2.327281,0.536944,1.120079,2.904275,0.105566,1.031844,2.459654,0.092166
53.000000,-0.498909,-0.213593,93.817078,0.269669,-0.564438,93.938202,-22.557716,2.092667,134.757523,22.896053,2.909897,135.750671,-18.540352,-1.638214,83.412277,18.008080,-1.862778,82.491081,-14.542276,-12.797050,49.581657,12.713485,-12.074932,47.066685,-11.257259,-38.464596,11.478900,10.284300,-39.337490,12.706285,-10.917702,-25.679520,3.324895,8.638861,-26.449257,3.978873,,0.988855,2.615196,0.465691,0.998790,1.984197,0.335327,1.097180,2.067335,0.375026,1.263934,2.157022,0.643232,0.984200,2.625934,0.524369,0.788993,2.218412,0.557639,1.121916,3.294517,0.668647,0.973687,2.415419,0.324993,1.183636,2.579447,0.584548,1.063647,2.327897,0.540801,1.118057,2.891965,0.121546,1.025337,2.452574,0.089855
53.500000,-0.441857,-0.171371,93.774658,0.208424,-0.526253,93.908020,-22.469090,2.099144,134.719940,22.815758,2.900932,135.729950,-18.483353,-1.501999,83.368874,17.953712,-1.714172,82.433426,-14.513967,-12.594147,49.521664,12.694213,-11.849644,46.968857,-11.283502,-38.822807,11.725054,10.322853,-39.640320,13.000098,-10.944296,-26.263340,3.329904,8.648585,-27.023617,4.016861,,0.984568,2.619519,0.455294,0.998968,1.997443,0.330595,1.091714,2.069692,0.360409,1.266458,2.183505,0.631904,0.981211,2.626271,0.526923,0.790990,2.218299,0.570362,1.111327,3.318973,0.674498,0.984171,2.407453,0.338540,1.179280,2.587413,0.591948,1.069686,2.326295,0.535896,1.114758,2.874755,0.138034,1.014685,2.447640,0.088427
54.000000,-0.384806,-0.129158,93.732239,0.147179,-0.488068,93.877831,-22.380459,2.105621,134.682358,22.735458,2.891975,135.709229,-18.426353,-1.365776,83.325478,17.899345,-1.565567,82.375763,-14.485657,-12.391243,49.461670,12.674943,-11.624352,46.871029,-11.309744,-39.181015,11.971209,10.361406,-39.943153,13.293911,-10.970890,-26.847157,3.334913,8.658310,-27.597977,4.054849,,0.980347,2.624135,0.445624,0.999339,2.010957,0.326646,1.086950,2.072185,0.347054,1.269233,2.210222,0.621831,0.978480,2.626952,0.530569,0.793786,2.218542,0.583804,1.101819,3.345959,0.682444,0.995176,2.401904,0.353168,1.176032,2.596828,0.604547,1.076350,2.325618,0.534354,1.112068,2.857928,0.155132,1.005293,2.442767,0.089630
54.500000,-0.319995,-0.078041,93.697601,0.085690,-0.445267,93.851723,-22.290852,2.113068,134.651672,22.659317,2.882881,135.691162,-18.361195,-1.226212,83.282028,17.842812,-1.414764,82.312759,-14.453428,-12.090984,49.359718,12.654353,-11.345184,46.758327,-11.332007,-39.484764,12.254778,10.399608,-40.207977,13.612568,-10.989097,-27.413815,3.330649,8.665070,-28.157780,4.085031,,0.979675,2.628115,0.434035,0.999070,2.024298,0.326177,1.083778,2.077687,0.332041,1.265910,2.232241,0.613024,0.980283,2.629281,0.531378,0.797270,2.224264,0.591794,1.097070,3.368207,0.685051,1.004536,2.390832,0.361113,1.173731,2.618764,0.620439,1.082421,2.320198,0.541528,1.110676,2.841994,0.151371,1.000295,2.434509,0.087941
55.000000,-0.250308,-0.020386,93.670647,0.023877,-0.396309,93.831062,-22.202827,2.118629,134.627792,22.588711,2.873611,135.676636,-18.289200,-1.085274,83.236847,17.783386,-1.261024,82.242615,-14.424176,-11.705025,49.222095,12.632009,-10.994186,46.625793,-11.355724,-39.735260,12.574322,10.437340,-40.422119,13.964352,-11.004414,-27.964413,3.320374,8.667876,-28.698177,4.104805,,0.979184,2.632011,0.418938,0.997921,2.037190,0.330028,1.086774,2.085520,0.315621,1.254545,2.247965,0.605643,0.977647,2.634243,0.527589,0.801205,2.237042,0.592252,1.092708,3.390838,0.683033,1.011387,2.371452,0.361109,1.172130,2.653240,0.643476,1.087411,2.309823,0.558470,1.110775,2.827202,0.142047,1.000254,2.422115,0.082292
55.500000,-0.180620,0.037262,93.643684,-0.037936,-0.347343,93.810394,-22.114807,2.124191,134.603912,22.518105,2.864342,135.662109,-18.217205,-0.944336,83.191673,17.723957,-1.107277,82.172470,-14.394924,-11.319065,49.084469,12.609662,-10.643188,46.493263,-11.379440,-39.985756,12.893865,10.475072,-40.636265,14.316134,-11.019731,-28.515015,3.310098,8.670683,-29.238575,4.124578,,0.978905,2.636111,0.404072,0.997019,2.050164,0.334584,1.090556,2.093564,0.299955,1.243690,2.263968,0.599867,0.975515,2.639583,0.524655,0.805653,2.249995,0.593342,1.088998,3.415474,0.683268,1.018533,2.354356,0.363861,1.172031,2.690362,0.669452,1.092893,2.302757,0.577621,1.112002,2.812897,0.136061,1.000842,2.410355,0.080820
56.000000,-0.109385,0.095543,93.619232,-0.104785,-0.294479,93.796577,-22.027203,2.126678,134.581909,22.450748,2.848816,135.653519,-18.142822,-0.800575,83.143707,17.651600,-0.951157,82.102570,-14.374070,-10.910671,48.939377,12.590697,-10.208008,46.331017,-11.398304,-40.211426,13.226460,10.513731,-40.755695,14.712522,-11.029221,-29.061436,3.299848,8.675093,-29.748100,4.127235,,0.980547,2.640471,0.388736,0.994672,2.065118,0.332707,1.095320,2.102417,0.285724,1.234552,2.278833,0.590087,0.976862,2.645611,0.523805,0.804430,2.267279,0.592018,1.074354,3.446819,0.688938,1.012036,2.347066,0.383736,1.179974,2.727639,0.706302,1.103152,2.291113,0.576054,1.123520,2.797859,0.133250,0.994164,2.398700,0.080994
56.500000,-0.037970,0.153786,93.597626,-0.172263,-0.241119,93.783615,-21.941658,2.127167,134.563461,22.383797,2.832520,135.645660,-18.069107,-0.656700,83.095848,17.577629,-0.794739,82.032707,-14.355376,-10.483124,48.786285,12.572154,-9.762314,46.165058,-11.416483,-40.419830,13.569407,10.552506,-40.863289,15.114484,-11.037369,-29.604282,3.286488,8.679702,-30.253769,4.127754,,0.982557,2.645099,0.374949,0.992266,2.080393,0.330545,1.100961,2.112131,0.277305,1.226070,2.293682,0.580961,0.978857,2.652233,0.523998,0.802909,2.285417,0.591010,1.059585,3.472981,0.692458,1.004304,2.342506,0.406319,1.189708,2.758764,0.754562,1.114446,2.281780,0.575574,1.136634,2.780270,0.131446,0.987192,2.387087,0.085462
57.000000,0.033224,0.214943,93.579071,-0.239741,-0.187759,93.770653,-21.858746,2.127518,134.548706,22.316849,2.816216,135.637802,-17.996296,-0.510818,83.047066,17.503658,-0.638321,81.962837,-14.332940,-10.034103,48.622864,12.553611,-9.316620,45.999100,-11.433956,-40.607925,13.926003,10.591283,-40.970882,15.516445,-11.046883,-30.140816,3.276634,8.684312,-30.759438,4.128272,,0.985780,2.648615,0.362196,0.990007,2.095752,0.328993,1.104271,2.121650,0.270913,1.218105,2.308683,0.573222,0.980947,2.658042,0.524818,0.801863,2.303895,0.590703,1.051458,3.496518,0.692429,0.997099,2.339720,0.429580,1.198590,2.793467,0.795094,1.126228,2.275785,0.579146,1.150742,2.768894,0.129529,0.980933,2.375553,0.093930
57.500000,0.104086,0.282700,93.580261,-0.306851,-0.131645,93.766838,-21.780766,2.124374,134.555786,22.253727,2.797127,135.638062,-17.920076,-0.360344,82.998199,17.417290,-0.491501,81.896484,-14.326289,-9.482613,48.435482,12.546454,-8.795868,45.827209,-11.449520,-40.666126,14.356313,10.628901,-40.970371,15.960100,-11.059489,-30.648006,3.288920,8.692221,-31.222759,4.117667,,0.990058,2.650363,0.349456,0.987633,2.112274,0.332870,1.103698,2.128495,0.264107,1.213303,2.321498,0.574211,0.983558,2.664292,0.519414,0.806426,2.332876,0.589681,1.056638,3.514243,0.675702,0.978980,2.334752,0.446143,1.200518,2.834635,0.818717,1.140309,2.261694,0.584038,1.157590,2.775973,0.126799,0.975852,2.353014,0.101283
58.000000,0.174910,0.351860,93.588058,-0.373815,-0.074425,93.766693,-21.703648,2.119888,134.570038,22.192135,2.776924,135.641586,-17.842110,-0.208900,82.949692,17.325958,-0.348518,81.831528,-14.327533,-8.899200,48.242886,12.543855,-8.245087,45.652954,-11.464619,-40.680943,14.810345,10.666059,-40.926620,16.420429,-11.072756,-31.146126,3.308582,8.701448,-31.669140,4.102612,,0.994337,2.652021,0.336598,0.985292,2.129293,0.338957,1.103173,2.134724,0.258689,1.209784,2.333528,0.578557,0.986965,2.671408,0.512191,0.813383,2.366254,0.588534,1.066339,3.532186,0.654580,0.956596,2.330052,0.460451,1.200571,2.881086,0.840770,1.156106,2.247325,0.590746,1.161768,2.788557,0.136194,0.971573,2.327513,0.110007
58.500000,0.245414,0.420311,93.596428,-0.440386,-0.018700,93.769241,-21.627399,2.114502,134.585327,22.131729,2.753349,135.649643,-17.764008,-0.059006,82.901428,17.235077,-0.210274,81.767807,-14.328809,-8.312233,48.050766,12.542962,-7.670273,45.478683,-11.478558,-40.686451,15.265658,10.706377,-40.839348,16.890165,-11.085430,-31.638908,3.330893,8.718580,-32.087521,4.090049,,0.998353,2.653756,0.323812,0.983839,2.146080,0.342448,1.102333,2.141526,0.255154,1.205448,2.346023,0.577526,0.991170,2.678535,0.505813,0.819276,2.397678,0.585558,1.078084,3.552949,0.633376,0.934421,2.330874,0.474364,1.202550,2.932818,0.866194,1.174451,2.236854,0.592483,1.167493,2.801368,0.159514,0.971216,2.301317,0.116988
59.000000,0.315383,0.487053,93.606667,-0.506172,0.034058,93.777199,-21.552933,2.106430,134.603745,22.073696,2.723030,135.666763,-17.686226,0.085732,82.854874,17.145092,-0.081490,81.706558,-14.332408,-7.714546,47.859303,12.545489,-7.047401,45.304390,-11.491868,-40.663406,15.726929,10.753020,-40.665035,17.378712,-11.096334,-32.115463,3.361580,8.751519,-32.449890,4.082466,,1.001784,2.655670,0.311410,0.984033,2.162366,0.340547,1.100376,2.149434,0.254773,1.199322,2.359379,0.565454,0.996241,2.686029,0.500084,0.822758,2.424777,0.578479,1.091164,3.576504,0.611653,0.912560,2.340324,0.487111,1.208427,2.985721,0.897249,1.196833,2.229128,0.580973,1.175458,2.809325,0.194545,0.978105,2.271991,0.119598
59.500000,0.385128,0.553398,93.618858,-0.571958,0.086823,93.785156,-21.479008,2.096085,134.624832,22.015659,2.692719,135.683899,-17.609734,0.226868,82.810356,17.055103,0.047287,81.645309,-14.341092,-7.107498,47.667282,12.548015,-6.424530,45.130096,-11.508606,-40.616928,16.196325,10.799664,-40.490723,17.867256,-11.106850,-32.579601,3.399806,8.784458,-32.812263,4.074884,,1.005049,2.658009,0.300325,0.984380,2.178755,0.338891,1.098879,2.158187,0.260685,1.193412,2.372988,0.553656,1.001079,2.695076,0.494984,0.826583,2.452052,0.571733,1.104293,3.597115,0.590194,0.891312,2.350837,0.500802,1.215678,3.031317,0.929244,1.220171,2.225194,0.571174,1.183452,2.810680,0.230592,0.985608,2.244486,0.126948
60.000000,0.450182,0.620888,93.637695,-0.637744,0.139580,93.793114,-21.410259,2.078331,134.653854,21.957626,2.662399,135.701035,-17.535460,0.369858,82.763794,16.965118,0.176071,81.584061,-14.360497,-6.468872,47.475418,12.550540,-5.801659,44.955803,-11.529031,-40.511402,16.687338,10.846307,-40.316410,18.355801,-11.125189,-33.018215,3.459561,8.817397,-33.174633,4.067302,,1.005606,2.660705,0.290138,0.984879,2.195243,0.337489,1.096568,2.165241,0.269738,1.187723,2.386850,0.542145,0.998095,2.704442,0.489930,0.830746,2.479499,0.565338,1.112129,3.611238,0.570038,0.870722,2.362400,0.515358,1.221135,3.073927,0.940534,1.244412,2.225072,0.563174,1.192153,2.822480,0.254860,0.993710,2.218869,0.138284
60.500000,0.508708,0.681389,93.672340,-0.698797,0.185616,93.808929,-21.343174,2.040169,134.698898,21.897411,2.608269,135.731461,-17.457167,0.500244,82.731728,16.886055,0.289871,81.546402,-14.390697,-5.786377,47.323250,12.561994,-5.135452,44.812428,-11.546366,-40.233612,17.203568,10.883533,-39.997864,18.834436,-11.160660,-33.317398,3.585579,8.866976,-33.375069,4.098920,,1.004310,2.661048,0.283944,0.983971,2.211861,0.339001,1.082847,2.160580,0.278516,1.193927,2.408303,0.541947,0.994252,2.705137,0.486293,0.829599,2.497379,0.575203,1.124781,3.619134,0.530518,0.846495,2.370272,0.542133,1.217339,3.115804,0.922067,1.276417,2.219186,0.537535,1.196278,2.852057,0.262761,0.991592,2.178716,0.151567
61.000000,0.567233,0.741890,93.706978,-0.759851,0.231651,93.824730,-21.276089,2.002007,134.743942,21.837200,2.554146,135.761887,-17.378874,0.630638,82.699661,16.806988,0.403664,81.508736,-14.420899,-5.103889,47.171082,12.573447,-4.469246,44.669056,-11.563700,-39.955822,17.719799,10.920758,-39.679314,19.313072,-11.196129,-33.616577,3.711597,8.916553,-33.575504,4.130539,,1.003102,2.661548,0.278405,0.983225,2.228610,0.341020,1.069595,2.156267,0.288581,1.200563,2.430035,0.542958,0.991036,2.706177,0.484402,0.829130,2.515588,0.586847,1.138182,3.627614,0.494698,0.823209,2.379035,0.571978,1.214060,3.160749,0.905266,1.308839,2.216661,0.514725,1.201901,2.885345,0.275567,0.989835,2.146929,0.172607
