Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),左肩峰[x](cm),左肩峰[y](cm),左肩峰[z](cm),右肩峰[x](cm),右肩峰[y](cm),右肩峰[z](cm),左大転子[x](cm),左大転子[y](cm),左大転子[z](cm),右大転子[x](cm),右大転子[y](cm),右大転子[z](cm),左外側上顆[x](cm),左外側上顆[y](cm),左外側上顆[z](cm),右外側上顆[x](cm),右外側上顆[y](cm),右外側上顆[z](cm),左外果[x](cm),左外果[y](cm),左外果[z](cm),右外果[x](cm),右外果[y](cm),右外果[z](cm),左第５中足骨頭[x](cm),左第５中足骨頭[y](cm),左第５中足骨頭[z](cm),右第５中足骨頭[x](cm),右第５中足骨頭[y](cm),右第５中足骨頭[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_左肩峰[x](cm),SD_左肩峰[y](cm),SD_左肩峰[z](cm),SD_右肩峰[x](cm),SD_右肩峰[y](cm),SD_右肩峰[z](cm),SD_左大転子[x](cm),SD_左大転子[y](cm),SD_左大転子[z](cm),SD_右大転子[x](cm),SD_右大転子[y](cm),SD_右大転子[z](cm),SD_左外側上顆[x](cm),SD_左外側上顆[y](cm),SD_左外側上顆[z](cm),SD_右外側上顆[x](cm),SD_右外側上顆[y](cm),SD_右外側上顆[z](cm),SD_左外果[x](cm),SD_左外果[y](cm),SD_左外果[z](cm),SD_右外果[x](cm),SD_右外果[y](cm),SD_右外果[z](cm),SD_左第５中足骨頭[x](cm),SD_左第５中足骨頭[y](cm),SD_左第５中足骨頭[z](cm),SD_右第５中足骨頭[x](cm),SD_右第５中足骨頭[y](cm),SD_右第５中足骨頭[z](cm)
23.000000,-1.407115,0.399387,104.687408,1.438003,-0.151020,105.311417,-23.706488,-0.335571,148.500916,23.958649,-0.006458,149.160614,-19.713835,-0.215878,94.512459,19.497072,0.217308,93.219391,-15.984537,4.974911,54.116356,16.434700,4.983253,53.268333,-10.696441,0.221390,9.213128,10.611295,0.295902,9.108377,-13.860992,10.931847,3.990522,13.543294,11.198418,3.544480,,0.714732,0.996730,0.208937,0.854226,0.971790,0.267189,0.795666,1.132621,0.456006,0.925574,0.877210,0.414161,0.748091,1.060904,0.125695,0.849127,1.067668,0.199641,0.728097,1.339014,0.081794,0.938220,1.835216,0.094927,0.809983,1.348574,0.044162,1.135602,2.380571,0.065531,0.879166,1.342880,0.046851,0.999072,2.364555,0.057597
23.500000,-1.422007,0.392551,104.751541,1.451759,-0.165901,105.373062,-23.714266,-0.344639,148.597244,23.970564,-0.014130,149.261154,-19.743259,-0.324818,94.556091,19.506052,0.130577,93.267845,-16.012079,4.540230,54.132885,16.468151,4.573212,53.275925,-10.693037,-0.377926,9.217116,10.614021,-0.302269,9.116811,-13.869092,10.322342,4.003085,13.547028,10.592003,3.552683,,0.715230,0.998684,0.206258,0.851148,0.969901,0.260998,0.799066,1.133077,0.456256,0.923451,0.871765,0.412433,0.742841,1.062317,0.119753,0.849276,1.071862,0.191552,0.727386,1.340003,0.079167,0.938867,1.846939,0.094461,0.807883,1.351912,0.043261,1.132124,2.382828,0.066795,0.878265,1.346956,0.049319,0.996436,2.369366,0.055140
24.000000,-1.434532,0.386745,104.812546,1.463554,-0.179386,105.431267,-23.721603,-0.349983,148.695084,23.981731,-0.019547,149.361343,-19.769302,-0.432819,94.594398,19.513866,0.040955,93.311432,-16.035442,4.100101,54.147137,16.498131,4.159508,53.281857,-10.687680,-0.978226,9.220719,10.614007,-0.901852,9.124563,-13.874782,9.712368,4.012627,13.549431,9.983402,3.558474,,0.715109,1.000680,0.202034,0.848040,0.968082,0.254195,0.801446,1.133718,0.456108,0.920851,0.866509,0.409564,0.738737,1.064236,0.110542,0.849293,1.077201,0.182389,0.726556,1.342606,0.076026,0.940341,1.858746,0.092912,0.806560,1.355083,0.042649,1.129099,2.384910,0.068437,0.877064,1.350850,0.050819,0.993698,2.373881,0.052635
24.500000,-1.445671,0.381947,104.870033,1.472652,-0.191895,105.484787,-23.728668,-0.352665,148.794617,23.991182,-0.021801,149.460251,-19.794916,-0.538128,94.626617,19.521379,-0.052219,93.348770,-16.053219,3.652679,54.158306,16.524000,3.740292,53.285313,-10.679891,-1.579189,9.223802,10.611800,-1.503334,9.131386,-13.879342,9.102936,4.019629,13.551413,9.373596,3.561282,,0.714962,1.002851,0.197148,0.844851,0.966735,0.246068,0.802053,1.135918,0.455419,0.918716,0.861237,0.406167,0.736047,1.064868,0.100410,0.848964,1.082456,0.172136,0.724579,1.347401,0.072450,0.941796,1.869277,0.091259,0.805595,1.357983,0.042345,1.126771,2.386536,0.069501,0.875876,1.354004,0.051442,0.990829,2.376756,0.050472
25.000000,-1.454740,0.377892,104.924553,1.480608,-0.203747,105.535545,-23.735168,-0.351372,148.896194,23.999798,-0.021198,149.557388,-19.816666,-0.642124,94.653366,19.529261,-0.146709,93.382446,-16.067205,3.197243,54.166996,16.547806,3.318794,53.287048,-10.669252,-2.180622,9.226193,10.608824,-2.105412,9.138000,-13.881951,8.493927,4.024095,13.553009,8.763073,3.562178,,0.715528,1.005246,0.193751,0.840808,0.965035,0.238198,0.803646,1.140474,0.453259,0.916591,0.855476,0.402875,0.736189,1.064458,0.094119,0.848460,1.087595,0.161819,0.723537,1.346878,0.070282,0.942845,1.878778,0.089277,0.804690,1.360369,0.041652,1.124405,2.388038,0.070501,0.875657,1.356984,0.052490,0.987509,2.379246,0.048486
25.500000,-1.462036,0.374466,104.976364,1.486503,-0.214554,105.582001,-23.741623,-0.346069,148.997025,24.007185,-0.017506,149.651611,-19.834877,-0.745991,94.676712,19.537870,-0.243465,93.410400,-16.078131,2.738876,54.174362,16.567308,2.894325,53.286674,-10.657803,-2.781731,9.228543,10.604178,-2.707928,9.144316,-13.883101,7.885788,4.026079,13.553884,8.151825,3.560139,,0.715504,1.007612,0.189529,0.836667,0.963211,0.230228,0.804365,1.144839,0.450865,0.915029,0.849652,0.398439,0.737364,1.064204,0.087332,0.847156,1.093318,0.150858,0.722523,1.345594,0.068916,0.943872,1.888026,0.087121,0.803932,1.362505,0.041098,1.121812,2.388847,0.071621,0.875179,1.359744,0.052491,0.984557,2.381001,0.048634
26.000000,-1.467430,0.372154,105.023491,1.489865,-0.224499,105.622612,-23.747869,-0.334641,149.096115,24.012861,-0.009617,149.741058,-19.850098,-0.848000,94.694176,19.547270,-0.342579,93.431442,-16.082575,2.276405,54.178925,16.581903,2.465782,53.284065,-10.645972,-3.381851,9.231406,10.598134,-3.310539,9.150606,-13.882597,7.279980,4.024139,13.553904,7.541573,3.554497,,0.715189,1.010355,0.184386,0.832594,0.961861,0.221578,0.803581,1.150923,0.446607,0.913207,0.844626,0.392455,0.739266,1.063534,0.079731,0.844712,1.099286,0.140646,0.719867,1.344510,0.068374,0.944875,1.895018,0.085260,0.803474,1.364037,0.040526,1.120020,2.388573,0.072536,0.873875,1.361598,0.050719,0.981902,2.381130,0.050653
26.500000,-1.471041,0.370316,105.067123,1.492267,-0.234032,105.659996,-23.752628,-0.318260,149.194427,24.017395,0.001087,149.827377,-19.861010,-0.949440,94.706963,19.556864,-0.442600,93.448982,-16.082958,1.809261,54.181431,16.593937,2.035923,53.280178,-10.632826,-3.980659,9.234540,10.591854,-3.913021,9.157099,-13.880023,6.676624,4.019455,13.553248,6.932060,3.546964,,0.715611,1.012916,0.180529,0.828213,0.960520,0.213280,0.803310,1.158381,0.442113,0.911150,0.839609,0.386735,0.744051,1.060645,0.075395,0.842362,1.105270,0.131456,0.718961,1.342106,0.068632,0.945843,1.900549,0.083914,0.804320,1.365655,0.039680,1.118685,2.387856,0.073361,0.874555,1.363490,0.049753,0.978943,2.380232,0.052958
27.000000,-1.473188,0.368652,105.108383,1.493070,-0.242950,105.693275,-23.756662,-0.298038,149.291367,24.020155,0.015190,149.909363,-19.868315,-1.051617,94.717262,19.566908,-0.543911,93.461861,-16.081106,1.340706,54.183216,16.602261,1.605522,53.274853,-10.619342,-4.578381,9.237940,10.584876,-4.514874,9.163864,-13.876348,6.074844,4.013201,13.552343,6.323505,3.537700,,0.715654,1.015423,0.177022,0.823772,0.959037,0.205231,0.802917,1.165871,0.438105,0.909708,0.834575,0.380028,0.748859,1.057845,0.072672,0.839731,1.111178,0.122744,0.718128,1.337333,0.070073,0.946161,1.904631,0.082882,0.804964,1.367443,0.038911,1.117175,2.386311,0.074268,0.875146,1.365802,0.048633,0.976421,2.378236,0.055152
27.500000,-1.473576,0.367508,105.144791,1.491616,-0.251354,105.720413,-23.760036,-0.270306,149.382782,24.020840,0.033638,149.984222,-19.870514,-1.154804,94.723770,19.577206,-0.646660,93.468658,-16.075411,0.874989,54.184429,16.606379,1.175117,53.268345,-10.607558,-5.173508,9.242752,10.577904,-5.114868,9.171723,-13.871444,5.476048,4.004808,13.550975,5.717327,3.526475,,0.715199,1.018235,0.172208,0.819895,0.957714,0.197672,0.801685,1.174835,0.430655,0.908292,0.830653,0.371890,0.753254,1.055138,0.069561,0.836269,1.116858,0.115872,0.716173,1.330255,0.072556,0.946726,1.906310,0.082167,0.805587,1.368779,0.037915,1.116096,2.383559,0.075341,0.875208,1.367762,0.047042,0.974661,2.375329,0.057331
28.000000,-1.472893,0.366600,105.177780,1.489384,-0.259613,105.743782,-23.761862,-0.237617,149.471176,24.019972,0.054646,150.054153,-19.870176,-1.258499,94.727013,19.587431,-0.749603,93.472305,-16.067032,0.410152,54.185055,16.607977,0.745796,53.261360,-10.596466,-5.766411,9.248538,10.571440,-5.713245,9.180713,-13.865524,4.880054,3.994856,13.548432,5.113091,3.514106,,0.715509,1.020867,0.168364,0.815950,0.956572,0.190165,0.801319,1.183408,0.424317,0.906029,0.827165,0.363646,0.759107,1.050771,0.068161,0.832300,1.122798,0.110264,0.715688,1.323961,0.075501,0.946956,1.906522,0.081695,0.807331,1.370054,0.036524,1.115304,2.380030,0.076366,0.876685,1.369445,0.046688,0.973079,2.371943,0.058879
28.500000,-1.470844,0.365402,105.208282,1.486221,-0.267555,105.763908,-23.761303,-0.200958,149.557205,24.017076,0.078587,150.120010,-19.865814,-1.364319,94.728317,19.596535,-0.852875,93.473259,-16.057234,-0.053017,54.185532,16.607386,0.318825,53.253941,-10.585955,-6.357449,9.255253,10.564793,-6.310448,9.190181,-13.858407,4.286015,3.984299,13.545729,4.510597,3.501655,,0.715571,1.023242,0.165868,0.812372,0.955479,0.183223,0.801291,1.192551,0.419497,0.903920,0.823893,0.354753,0.763428,1.045929,0.068178,0.828782,1.128347,0.106436,0.715602,1.318149,0.078775,0.946998,1.904394,0.081899,0.809656,1.372398,0.035677,1.114815,2.375910,0.077664,0.878535,1.372278,0.047402,0.971492,2.367224,0.058564
29.000000,-1.468067,0.363930,105.234520,1.481218,-0.275402,105.778099,-23.759588,-0.158764,149.635971,24.011400,0.106468,150.178024,-19.858391,-1.472725,94.727776,19.604521,-0.956753,93.469582,-16.047150,-0.508583,54.187237,16.604380,-0.103611,53.246151,-10.577467,-6.945782,9.263293,10.559189,-6.904488,9.201534,-13.851085,3.693943,3.974694,13.543527,3.910942,3.489987,,0.715354,1.025739,0.161366,0.809722,0.954287,0.177680,0.801304,1.201877,0.410892,0.902532,0.821690,0.345400,0.766958,1.041071,0.067941,0.825314,1.132908,0.103462,0.715174,1.308370,0.082712,0.947222,1.900774,0.081682,0.811306,1.374422,0.034965,1.114241,2.371197,0.079421,0.880745,1.375356,0.049486,0.970798,2.362633,0.056730
29.500000,-1.464495,0.362427,105.257515,1.475645,-0.283344,105.787918,-23.756275,-0.111637,149.710251,24.003565,0.136650,150.229340,-19.848825,-1.583031,94.725143,19.611244,-1.060017,93.463364,-16.036812,-0.957645,54.189613,16.599827,-0.521023,53.238811,-10.570794,-7.531887,9.272624,10.554686,-7.495407,9.214981,-13.843813,3.103409,3.965608,13.539968,3.313354,3.479050,,0.715822,1.028264,0.157859,0.807386,0.953182,0.172013,0.803096,1.209801,0.404007,0.899700,0.820044,0.335665,0.770666,1.036582,0.067976,0.821361,1.137449,0.101294,0.715814,1.298108,0.087024,0.947337,1.895771,0.081529,0.813470,1.376241,0.033891,1.113754,2.365760,0.081455,0.883191,1.378406,0.051707,0.970838,2.358592,0.054130
30.000000,-1.460105,0.360249,105.277458,1.469883,-0.291107,105.795387,-23.749458,-0.060909,149.780182,23.994352,0.168682,150.277344,-19.836807,-1.696709,94.721062,19.616383,-1.162960,93.456032,-16.026690,-1.400051,54.192848,16.594664,-0.934467,53.231636,-10.565953,-8.115894,9.283316,10.550287,-8.085056,9.228848,-13.835931,2.514168,3.957445,13.536248,2.717079,3.469043,,0.716015,1.030243,0.155922,0.805534,0.952283,0.167114,0.805116,1.217868,0.399236,0.896699,0.819039,0.324850,0.771888,1.030950,0.068367,0.817548,1.141831,0.100538,0.717036,1.293427,0.090971,0.947434,1.889433,0.081944,0.816896,1.379637,0.034278,1.113496,2.360202,0.083779,0.885813,1.382430,0.055402,0.970748,2.353800,0.051061
30.500000,-1.455730,0.357414,105.293816,1.462948,-0.299053,105.797440,-23.740793,-0.007496,149.843567,23.981518,0.203911,150.318512,-19.825069,-1.812149,94.715607,19.618753,-1.265255,93.445366,-16.017984,-1.834660,54.197025,16.589111,-1.340530,53.224056,-10.562330,-8.698280,9.294889,10.546933,-8.671364,9.244597,-13.828359,1.925289,3.951635,13.533677,2.123241,3.461848,,0.716582,1.032336,0.152211,0.804539,0.951361,0.164093,0.808134,1.225175,0.391918,0.894352,0.818648,0.314974,0.772624,1.025234,0.068646,0.814840,1.145037,0.100167,0.718464,1.284970,0.094893,0.947463,1.882521,0.082166,0.819366,1.382506,0.035431,1.113047,2.354890,0.086396,0.889362,1.386892,0.058698,0.970969,2.349698,0.046114
31.000000,-1.450574,0.354088,105.306595,1.455777,-0.307266,105.794395,-23.730080,0.049789,149.901382,23.966120,0.241093,150.351868,-19.811245,-1.929836,94.708229,19.618351,-1.366016,93.432617,-16.011204,-2.259918,54.202110,16.583935,-1.738064,53.217186,-10.560072,-9.279152,9.307544,10.544557,-9.254147,9.262599,-13.821506,1.336140,3.948377,13.530622,1.530067,3.457688,,0.717249,1.034407,0.149167,0.804308,0.950298,0.160705,0.812552,1.231474,0.385394,0.891203,0.818742,0.303808,0.772399,1.020189,0.068981,0.812713,1.147296,0.099765,0.720624,1.275871,0.098976,0.947883,1.874911,0.082651,0.821833,1.385617,0.036890,1.112713,2.349601,0.089646,0.892403,1.391764,0.061168,0.972011,2.346919,0.041507
31.500000,-1.445303,0.350075,105.315720,1.448676,-0.315392,105.789612,-23.716549,0.109417,149.953247,23.949984,0.279018,150.382797,-19.798325,-2.050144,94.699471,19.617119,-1.466274,93.419128,-16.006325,-2.675926,54.208118,16.578913,-2.132301,53.210320,-10.559656,-9.858948,9.321169,10.542335,-9.836040,9.280924,-13.815346,0.746536,3.947332,13.527510,0.937267,3.454444,,0.717845,1.035936,0.147298,0.804430,0.949420,0.158556,0.817606,1.236213,0.380774,0.887730,0.819395,0.292436,0.770440,1.015104,0.069327,0.810502,1.149704,0.100359,0.723074,1.271962,0.102865,0.948487,1.867500,0.083750,0.824865,1.389486,0.039499,1.112342,2.344457,0.093018,0.894748,1.396957,0.064126,0.973232,2.344240,0.038588
32.000000,-1.440022,0.345364,105.321465,1.441205,-0.323578,105.779732,-23.700188,0.170166,149.999893,23.930496,0.319347,150.407867,-19.787148,-2.170918,94.688751,19.612623,-1.564392,93.402939,-16.002886,-3.085777,54.214073,16.575123,-2.518631,53.202724,-10.560059,-10.438217,9.335592,10.540590,-10.415253,9.300548,-13.809527,0.156227,3.948232,13.525584,0.345661,3.454587,,0.718955,1.037605,0.144716,0.805267,0.948747,0.158009,0.823267,1.240230,0.375311,0.884147,0.820579,0.281622,0.768125,1.009616,0.069959,0.809498,1.151384,0.101525,0.725876,1.267830,0.106085,0.948834,1.859893,0.085365,0.827403,1.392919,0.043361,1.111682,2.340125,0.096213,0.897820,1.402135,0.065294,0.974146,2.342468,0.035381
32.500000,-1.434206,0.339859,105.322899,1.433780,-0.332096,105.763985,-23.681494,0.232365,150.040131,23.908436,0.361073,150.425034,-19.776531,-2.291592,94.675201,19.605167,-1.659901,93.383926,-16.001865,-3.487785,54.219822,16.572744,-2.896702,53.194653,-10.560283,-11.017139,9.350451,10.538899,-10.992340,9.321531,-13.804820,-0.435505,3.952222,13.524344,-0.246983,3.457982,,0.720013,1.039083,0.142511,0.806659,0.947856,0.157698,0.829583,1.243567,0.368965,0.880962,0.822263,0.270076,0.765339,1.004294,0.071144,0.809995,1.151385,0.102997,0.729296,1.263367,0.109186,0.949469,1.853812,0.087450,0.829629,1.396440,0.047736,1.111314,2.336991,0.099839,0.900836,1.407496,0.065445,0.975175,2.342085,0.033581
33.000000,-1.428115,0.333923,105.320152,1.426423,-0.340572,105.746361,-23.660994,0.296135,150.074249,23.885664,0.403164,150.439682,-19.767479,-2.412567,94.659378,19.597198,-1.754509,93.363930,-16.002991,-3.882069,54.225349,16.571012,-3.271801,53.186344,-10.561320,-11.596302,9.365816,10.537145,-11.568737,9.342760,-13.801380,-1.029106,3.958322,13.523456,-0.839859,3.462460,,0.720888,1.040201,0.141087,0.808368,0.947074,0.158423,0.835965,1.244438,0.364269,0.877516,0.824207,0.258918,0.761253,1.000237,0.072982,0.810873,1.151530,0.105259,0.732085,1.260517,0.112641,0.950594,1.848335,0.090273,0.831063,1.400181,0.052083,1.111013,2.334143,0.103582,0.902150,1.413181,0.065540,0.976561,2.342025,0.033426
33.500000,-1.421903,0.327450,105.313835,1.419184,-0.348904,105.723976,-23.638008,0.360065,150.103348,23.860817,0.446499,150.449127,-19.760902,-2.532433,94.641106,19.587641,-1.846035,93.340942,-16.005255,-4.271786,54.230068,16.570835,-3.641663,53.176754,-10.563003,-12.175655,9.381923,10.535285,-12.143848,9.364575,-13.798532,-1.623676,3.965429,13.523401,-1.433262,3.469031,,0.722107,1.041368,0.139701,0.810487,0.946509,0.160270,0.842253,1.244881,0.359165,0.873686,0.826523,0.247945,0.757330,0.995782,0.075231,0.812028,1.151539,0.108119,0.735100,1.260319,0.115463,0.951413,1.843195,0.093806,0.832281,1.403279,0.057492,1.110041,2.332123,0.107149,0.903774,1.417873,0.064320,0.977547,2.343159,0.034319
34.000000,-1.415040,0.320343,105.302322,1.411933,-0.357292,105.695206,-23.612385,0.423428,150.125626,23.833586,0.490852,150.450882,-19.757690,-2.648132,94.618347,19.576385,-1.933258,93.313614,-16.008406,-4.657532,54.233093,16.571911,-4.006096,53.165386,-10.563525,-12.755573,9.398289,10.532515,-12.718578,9.386586,-13.797076,-2.219608,3.973894,13.524640,-2.028095,3.477046,,0.723518,1.042467,0.139026,0.812523,0.945994,0.163281,0.848714,1.244790,0.352133,0.870681,0.829355,0.237803,0.753766,0.991974,0.079287,0.814644,1.150044,0.112430,0.738457,1.259905,0.117790,0.951839,1.840315,0.098188,0.833179,1.406021,0.063535,1.109464,2.331644,0.110755,0.905557,1.422117,0.062886,0.977775,2.344791,0.034512
34.500000,-1.407348,0.313007,105.286461,1.404635,-0.365612,105.663551,-23.585268,0.487823,150.142410,23.805508,0.535542,150.449127,-19.755089,-2.761478,94.592377,19.564707,-2.018539,93.284264,-16.012711,-5.039566,54.234669,16.573664,-4.367985,53.153194,-10.563516,-13.336260,9.415022,10.528937,-13.293137,9.408465,-13.796371,-2.817238,3.983412,13.526756,-2.623634,3.485850,,0.724328,1.043128,0.138939,0.814800,0.945529,0.166358,0.853570,1.242321,0.346605,0.867949,0.832431,0.228877,0.749647,0.988548,0.084179,0.817940,1.148376,0.116746,0.740714,1.259358,0.120851,0.952928,1.838319,0.102650,0.832871,1.408933,0.069068,1.109186,2.331797,0.114702,0.906252,1.426845,0.061363,0.977937,2.346556,0.034316
35.000000,-1.399390,0.305454,105.266365,1.397407,-0.373749,105.628143,-23.557352,0.551750,150.153137,23.776829,0.580227,150.442871,-19.755232,-2.871185,94.563217,19.553560,-2.100662,93.251846,-16.017429,-5.418732,54.234753,16.576231,-4.728203,53.139732,-10.563615,-13.917542,9.432348,10.525076,-13.867716,9.430531,-13.796797,-3.415459,3.992803,13.529535,-3.220341,3.494983,,0.725410,1.043774,0.139104,0.817025,0.945144,0.170450,0.858165,1.239375,0.340555,0.865057,0.835454,0.220101,0.746390,0.985959,0.088882,0.820992,1.146842,0.121638,0.742746,1.260825,0.123812,0.953914,1.836648,0.108029,0.831789,1.410955,0.075278,1.108293,2.332236,0.118752,0.906751,1.430263,0.059812,0.978135,2.349311,0.034722
35.500000,-1.390151,0.297691,105.241280,1.389951,-0.381458,105.586433,-23.526756,0.614536,150.157684,23.746305,0.625458,150.428833,-19.758118,-2.973995,94.529198,19.542925,-2.176697,93.213905,-16.021097,-5.796513,54.232887,16.578749,-5.085831,53.124237,-10.563111,-14.499142,9.450814,10.520044,-14.442883,9.452330,-13.798575,-4.013756,4.001142,13.533120,-3.817974,3.503144,,0.726880,1.044568,0.139950,0.818704,0.945031,0.175729,0.862657,1.235960,0.332648,0.862514,0.839044,0.214083,0.743848,0.984520,0.095789,0.823889,1.144724,0.128610,0.744632,1.261343,0.126102,0.954278,1.836056,0.114674,0.830839,1.412282,0.082148,1.107566,2.333576,0.123051,0.906852,1.432597,0.058978,0.977296,2.351730,0.034045
36.000000,-1.379873,0.289848,105.211823,1.381991,-0.388901,105.540359,-23.494808,0.677364,150.156708,23.715071,0.670815,150.409378,-19.762022,-3.071541,94.491364,19.532604,-2.248573,93.172012,-16.024155,-6.173855,54.229229,16.581051,-5.441776,53.107204,-10.561490,-15.081144,9.469804,10.513336,-15.018663,9.473544,-13.800132,-4.612392,4.008635,13.537933,-4.416035,3.510472,,0.727499,1.044938,0.141720,0.820089,0.945069,0.180206,0.864525,1.231461,0.326270,0.860959,0.843073,0.210487,0.741778,0.982048,0.103932,0.827113,1.142018,0.134565,0.745579,1.262340,0.128960,0.955092,1.836096,0.120736,0.829106,1.413565,0.088740,1.107332,2.335459,0.127953,0.906903,1.434956,0.058450,0.975732,2.353830,0.032384
36.500000,-1.368629,0.282166,105.177696,1.373725,-0.396271,105.492294,-23.463200,0.739647,150.148804,23.683823,0.715534,150.387115,-19.766884,-3.162487,94.449593,19.523157,-2.318104,93.128059,-16.026199,-6.549957,54.223721,16.583189,-5.797729,53.089603,-10.559369,-15.663301,9.489809,10.506345,-15.594761,9.494902,-13.802988,-5.210274,4.014704,13.543106,-5.014500,3.517362,,0.728499,1.045186,0.143097,0.821233,0.945117,0.185595,0.866029,1.226138,0.319428,0.859508,0.846756,0.207880,0.741161,0.981410,0.110528,0.830398,1.139821,0.140937,0.745870,1.263170,0.131774,0.955842,1.836120,0.127760,0.826182,1.414390,0.095849,1.106873,2.337307,0.133054,0.906866,1.437003,0.057715,0.974352,2.356282,0.031937
37.000000,-1.355816,0.274509,105.139961,1.364750,-0.402855,105.438232,-23.429869,0.800770,150.135849,23.651426,0.759861,150.356079,-19.771931,-3.246307,94.404388,19.516527,-2.379944,93.077911,-16.026531,-6.923634,54.217548,16.583916,-6.151886,53.070824,-10.557814,-16.244570,9.512077,10.498668,-16.171513,9.516478,-13.806962,-5.806896,4.018958,13.548276,-5.613312,3.521581,,0.729588,1.045626,0.145455,0.821683,0.945358,0.191197,0.867241,1.220646,0.312291,0.858065,0.850829,0.208519,0.741220,0.981454,0.118525,0.831882,1.137658,0.148480,0.745583,1.261188,0.134603,0.956593,1.834756,0.135957,0.823679,1.414370,0.103790,1.106341,2.338725,0.138999,0.905579,1.437588,0.057881,0.972530,2.358108,0.032076
37.500000,-1.341850,0.267010,105.098297,1.354381,-0.408821,105.379799,-23.395298,0.861301,150.117157,23.618649,0.803539,150.318573,-19.778217,-3.322948,94.355667,19.510807,-2.435146,93.022972,-16.024876,-7.296440,54.210529,16.582481,-6.503353,53.050957,-10.556102,-16.825096,9.535852,10.489496,-16.748636,9.538061,-13.810225,-6.402252,4.020662,13.553857,-6.210854,3.523155,,0.730314,1.045887,0.147954,0.821158,0.946005,0.196061,0.866720,1.214796,0.305527,0.857518,0.855721,0.212043,0.742344,0.981161,0.127311,0.832636,1.134888,0.155385,0.744748,1.259627,0.137359,0.957325,1.832225,0.143994,0.821127,1.414005,0.111420,1.106270,2.339816,0.145848,0.904708,1.438085,0.058023,0.969886,2.359203,0.032458
38.000000,-1.326323,0.259804,105.052780,1.343607,-0.414738,105.320427,-23.360731,0.921143,150.092194,23.585819,0.846718,150.279602,-19.782921,-3.391796,94.303429,19.505392,-2.488667,92.966850,-16.021082,-7.667229,54.202595,16.580482,-6.854645,53.030899,-10.554214,-17.404324,9.561634,10.480002,-17.325796,9.559797,-13.813761,-6.995441,4.020130,13.559581,-6.808205,3.524253,,0.731359,1.045836,0.150149,0.820484,0.946708,0.201446,0.865353,1.208292,0.299866,0.857235,0.860276,0.217668,0.745383,0.981350,0.134654,0.833556,1.133086,0.162329,0.743447,1.258858,0.140146,0.957932,1.829773,0.152487,0.817877,1.413851,0.119608,1.106221,2.340892,0.152801,0.904411,1.438784,0.057115,0.967209,2.360366,0.034611
38.500000,-1.309317,0.252602,105.004822,1.331190,-0.420013,105.256432,-23.325695,0.979610,150.062500,23.552374,0.887951,150.231979,-19.785938,-3.453632,94.249275,19.503016,-2.534122,92.905449,-16.015741,-8.031990,54.195328,16.575802,-7.201942,53.011196,-10.553225,-17.981445,9.590500,10.470372,-17.902794,9.582850,-13.818476,-7.586662,4.018605,13.564521,-7.404747,3.522442,,0.732303,1.045878,0.152656,0.818965,0.947320,0.205735,0.863981,1.201729,0.295194,0.857191,0.864945,0.223652,0.748755,0.981899,0.141631,0.832776,1.130723,0.168815,0.741445,1.252223,0.143761,0.958999,1.824117,0.161696,0.815051,1.413165,0.129191,1.106519,2.340530,0.160843,0.902540,1.438966,0.056511,0.964793,2.360829,0.036555
39.000000,-1.290946,0.245628,104.954414,1.316576,-0.424297,105.189430,-23.289633,1.037025,150.028030,23.518240,0.927521,150.178253,-19.787855,-3.508686,94.193237,19.501099,-2.570934,92.839951,-16.008598,-8.390995,54.188869,16.567846,-7.541405,52.991734,-10.554031,-18.556089,9.622607,10.460640,-18.478086,9.607991,-13.822372,-8.176060,4.014634,13.568836,-7.998692,3.518356,,0.733159,1.045995,0.155411,0.816591,0.948580,0.209803,0.861961,1.195124,0.290263,0.857191,0.870634,0.232081,0.752527,0.983629,0.148935,0.830608,1.128588,0.175580,0.738975,1.245782,0.147446,0.960064,1.813945,0.170883,0.812573,1.412091,0.138196,1.106829,2.338473,0.170768,0.900743,1.439165,0.056144,0.962194,2.360785,0.038847
39.500000,-1.271130,0.238796,104.901573,1.301343,-0.428425,105.121460,-23.252569,1.093185,149.988541,23.483967,0.966545,150.122787,-19.787786,-3.556656,94.135017,19.499365,-2.605595,92.773254,-15.999271,-8.744530,54.183155,16.558813,-7.879314,52.972202,-10.555556,-19.127945,9.657691,10.450659,-19.053141,9.633537,-13.825364,-8.762760,4.008688,13.572749,-8.592010,3.513507,,0.734370,1.045771,0.157710,0.813954,0.949944,0.213773,0.859346,1.188272,0.287323,0.857492,0.876480,0.242134,0.758222,0.983784,0.155482,0.827950,1.127307,0.181869,0.736968,1.241996,0.151208,0.960935,1.803993,0.180277,0.810282,1.411147,0.147354,1.107201,2.336354,0.180504,0.900543,1.439075,0.055698,0.959628,2.360851,0.041975
