Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),左肩峰[x](cm),左肩峰[y](cm),左肩峰[z](cm),右肩峰[x](cm),右肩峰[y](cm),右肩峰[z](cm),左大転子[x](cm),左大転子[y](cm),左大転子[z](cm),右大転子[x](cm),右大転子[y](cm),右大転子[z](cm),左外側上顆[x](cm),左外側上顆[y](cm),左外側上顆[z](cm),右外側上顆[x](cm),右外側上顆[y](cm),右外側上顆[z](cm),左外果[x](cm),左外果[y](cm),左外果[z](cm),右外果[x](cm),右外果[y](cm),右外果[z](cm),左第５中足骨頭[x](cm),左第５中足骨頭[y](cm),左第５中足骨頭[z](cm),右第５中足骨頭[x](cm),右第５中足骨頭[y](cm),右第５中足骨頭[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_左肩峰[x](cm),SD_左肩峰[y](cm),SD_左肩峰[z](cm),SD_右肩峰[x](cm),SD_右肩峰[y](cm),SD_右肩峰[z](cm),SD_左大転子[x](cm),SD_左大転子[y](cm),SD_左大転子[z](cm),SD_右大転子[x](cm),SD_右大転子[y](cm),SD_右大転子[z](cm),SD_左外側上顆[x](cm),SD_左外側上顆[y](cm),SD_左外側上顆[z](cm),SD_右外側上顆[x](cm),SD_右外側上顆[y](cm),SD_右外側上顆[z](cm),SD_左外果[x](cm),SD_左外果[y](cm),SD_左外果[z](cm),SD_右外果[x](cm),SD_右外果[y](cm),SD_右外果[z](cm),SD_左第５中足骨頭[x](cm),SD_左第５中足骨頭[y](cm),SD_左第５中足骨頭[z](cm),SD_右第５中足骨頭[x](cm),SD_右第５中足骨頭[y](cm),SD_右第５中足骨頭[z](cm)
6.000000,-0.054490,-0.256748,102.744934,0.059234,-0.061333,103.250755,-22.107565,-1.366508,147.157532,22.217827,-0.019691,147.324005,-18.494869,0.552681,91.948387,18.112312,1.294430,90.720711,-14.615295,14.572075,53.782864,14.789644,14.662891,53.017712,-10.230631,19.696888,9.008666,10.317570,19.608257,8.965820,-13.438452,30.852428,4.138958,13.287263,30.962894,3.785060,,0.735444,0.993237,0.149594,0.887519,0.985588,0.196159,0.804146,1.161852,0.349186,1.117456,1.202264,0.470689,0.668768,1.178185,0.187527,0.806779,1.034428,0.214132,0.656939,1.118580,0.075299,0.947669,0.988210,0.132746,0.800917,1.116397,0.060148,1.097977,2.137151,0.089595,0.848161,1.169026,0.181376,0.982951,2.244602,0.309636
6.500000,-0.121097,-0.220730,102.746155,0.119203,-0.051407,103.263611,-22.197983,-1.321152,147.110077,22.308891,-0.019539,147.290146,-18.546583,0.630302,92.004410,18.135647,1.352200,90.778465,-14.717113,14.559147,53.800892,14.855494,14.583431,53.017277,-10.276968,19.201828,9.002972,10.338112,19.106716,8.954150,-13.485125,30.311192,4.048051,13.303988,30.420834,3.695807,,0.732913,0.993757,0.155915,0.889922,0.982827,0.196021,0.802546,1.168508,0.349672,1.116074,1.192657,0.459953,0.667891,1.169626,0.200784,0.811910,1.026092,0.230852,0.659723,1.121696,0.072229,0.949997,0.999067,0.126653,0.799027,1.130195,0.055964,1.101052,2.152633,0.077011,0.847773,1.176527,0.136062,0.980567,2.247910,0.249112
7.000000,-0.188964,-0.181000,102.759605,0.178688,-0.039116,103.285530,-22.287958,-1.274555,147.075684,22.399117,-0.019970,147.266052,-18.602053,0.700657,92.073807,18.157225,1.402225,90.848007,-14.822542,14.534298,53.829464,14.925587,14.499142,53.026260,-10.326097,18.696453,9.005775,10.359509,18.598846,8.949730,-13.532499,29.765079,3.988025,13.321993,29.876316,3.630250,,0.731021,0.994625,0.159553,0.891348,0.981241,0.195611,0.802099,1.173993,0.347609,1.113431,1.182164,0.446203,0.669577,1.161156,0.211429,0.818201,1.015526,0.247284,0.663733,1.124234,0.071418,0.952198,1.011028,0.123195,0.797337,1.142952,0.052789,1.103609,2.162911,0.070376,0.847439,1.183933,0.106489,0.977893,2.248516,0.196596
7.500000,-0.256892,-0.140289,102.776764,0.237281,-0.025574,103.313667,-22.377407,-1.227459,147.045486,22.487682,-0.018803,147.250488,-18.658461,0.768719,92.146767,18.178381,1.444653,90.924477,-14.928366,14.503746,53.860302,14.997110,14.407368,53.040287,-10.374865,18.187725,9.010517,10.380207,18.086666,8.948697,-13.579497,29.217281,3.937614,13.337859,29.329563,3.577891,,0.729289,0.995602,0.166994,0.892409,0.979281,0.198253,0.802363,1.179593,0.348485,1.109888,1.170298,0.434051,0.671416,1.152828,0.223377,0.825990,1.005713,0.264020,0.668082,1.127427,0.073793,0.954256,1.025430,0.121047,0.796095,1.155721,0.051590,1.106429,2.174393,0.066951,0.847263,1.191370,0.079534,0.975751,2.250592,0.143491
8.000000,-0.324243,-0.097370,102.803986,0.295316,-0.010777,103.348824,-22.464672,-1.178387,147.026901,22.575115,-0.017395,147.243927,-18.716511,0.829453,92.228889,18.200008,1.479610,91.008484,-15.031600,14.452538,53.895596,15.069768,14.307983,53.059914,-10.420809,17.668606,9.019768,10.400050,17.569725,8.952151,-13.622622,28.664852,3.910650,13.352494,28.781055,3.542649,,0.727278,0.996235,0.176816,0.893211,0.976654,0.204824,0.802008,1.184789,0.351323,1.104737,1.158059,0.427574,0.674376,1.144954,0.235252,0.832717,0.999423,0.278798,0.671431,1.131562,0.075890,0.955813,1.042969,0.121745,0.794908,1.170835,0.049201,1.109120,2.186443,0.067499,0.846661,1.200477,0.055561,0.973780,2.253698,0.100893
8.500000,-0.390913,-0.052505,102.840744,0.352613,0.005733,103.393105,-22.550238,-1.128059,147.020966,22.661795,-0.015724,147.248840,-18.775871,0.883179,92.317879,18.222601,1.504929,91.102203,-15.130021,14.379120,53.933647,15.144530,14.196705,53.085785,-10.463191,17.138203,9.031918,10.418653,17.045567,8.960435,-13.661800,28.106251,3.903879,13.367119,28.228916,3.528738,,0.725975,0.996562,0.184236,0.893088,0.975121,0.210561,0.802304,1.188615,0.353442,1.098215,1.145538,0.419903,0.679336,1.138104,0.243543,0.840153,0.990865,0.289565,0.676667,1.137181,0.075469,0.957024,1.059720,0.121692,0.794650,1.186643,0.045843,1.111731,2.195126,0.068423,0.847307,1.210595,0.050238,0.972365,2.257086,0.080974
9.000000,-0.457162,-0.006721,102.881477,0.408660,0.022251,103.441071,-22.635130,-1.076992,147.020523,22.745827,-0.012234,147.260666,-18.835512,0.934200,92.409668,18.247541,1.522804,91.197800,-15.226478,14.296303,53.972652,15.218486,14.074413,53.112309,-10.503523,16.602867,9.044938,10.435164,16.516537,8.968806,-13.699341,27.544506,3.905594,13.380304,27.672794,3.520689,,0.725162,0.997053,0.191672,0.892630,0.973637,0.218358,0.803335,1.192283,0.356704,1.090942,1.131770,0.415067,0.685626,1.131468,0.250791,0.849746,0.983605,0.299317,0.683193,1.142459,0.074489,0.957598,1.081955,0.121638,0.794757,1.200515,0.042537,1.113752,2.205254,0.069348,0.848304,1.219795,0.053181,0.971326,2.262335,0.070131
9.500000,-0.521017,0.039257,102.928062,0.463525,0.038403,103.493591,-22.716787,-1.024467,147.028778,22.827442,-0.008072,147.280655,-18.893826,0.979694,92.504372,18.274839,1.533318,91.295403,-15.314024,14.188919,54.008961,15.290423,13.938633,53.139027,-10.537936,16.058258,9.057990,10.449121,15.982452,8.977909,-13.730968,26.977215,3.916667,13.391237,27.113308,3.519952,,0.723883,0.997365,0.200340,0.891899,0.971386,0.227049,0.802948,1.196084,0.361520,1.083080,1.117052,0.414795,0.693761,1.124546,0.256649,0.856504,0.979981,0.304903,0.687945,1.148215,0.072475,0.957546,1.108175,0.119991,0.795061,1.215035,0.038625,1.115831,2.216563,0.070802,0.849185,1.229925,0.056637,0.970298,2.268780,0.069145
10.000000,-0.582227,0.084869,102.980423,0.517340,0.054775,103.552490,-22.795275,-0.971092,147.047348,22.907738,-0.002716,147.310608,-18.951056,1.018642,92.599556,18.306265,1.534256,91.397194,-15.390354,14.049450,54.040184,15.360841,13.784386,53.166676,-10.565400,15.502914,9.070181,10.460265,15.440792,8.988429,-13.756341,26.403408,3.935699,13.400435,26.548923,3.531034,,0.723048,0.997249,0.207263,0.890718,0.970160,0.234593,0.802388,1.198192,0.366676,1.074349,1.102817,0.416245,0.703266,1.118835,0.257272,0.862405,0.976192,0.306293,0.693534,1.162144,0.068520,0.957713,1.133171,0.115365,0.795941,1.231310,0.034369,1.118673,2.226545,0.069481,0.850705,1.241492,0.056820,0.970029,2.276501,0.069115
10.500000,-0.641872,0.130447,103.036133,0.569811,0.070038,103.613327,-22.872553,-0.917110,147.071640,22.984848,0.004135,147.345947,-19.006264,1.054298,92.695396,18.342411,1.528782,91.497208,-15.460755,13.893444,54.069004,15.428588,13.614132,53.191490,-10.588293,14.941257,9.081399,10.468943,14.893452,8.997223,-13.777822,25.825520,3.958588,13.409052,25.979649,3.543003,,0.722948,0.997158,0.211999,0.889074,0.969296,0.242465,0.802907,1.200341,0.370815,1.064642,1.088196,0.419239,0.714709,1.113101,0.256691,0.870081,0.972848,0.305654,0.701454,1.170399,0.064595,0.957039,1.163432,0.109770,0.797212,1.243235,0.030504,1.120666,2.237798,0.066573,0.852877,1.250370,0.057197,0.970478,2.285496,0.070623
11.000000,-0.698833,0.174831,103.093979,0.621079,0.083763,103.676132,-22.946281,-0.862602,147.100479,23.059216,0.011745,147.386703,-19.058916,1.085850,92.790413,18.381836,1.517532,91.595055,-15.522192,13.717419,54.092949,15.493274,13.427505,53.213234,-10.606776,14.373798,9.091209,10.475546,14.341499,9.004731,-13.795168,25.243229,3.980857,13.416622,25.406498,3.554768,,0.722583,0.996823,0.217458,0.887480,0.968011,0.250042,0.801526,1.202588,0.375960,1.055823,1.072285,0.424486,0.728173,1.107208,0.255515,0.876202,0.972305,0.302047,0.708567,1.180035,0.059903,0.955851,1.198816,0.102754,0.798916,1.255405,0.027446,1.122565,2.249803,0.064177,0.855594,1.259812,0.057878,0.970789,2.295118,0.071513
11.500000,-0.751743,0.216602,103.154190,0.670799,0.096085,103.742027,-23.015947,-0.808086,147.135956,23.131065,0.020603,147.434540,-19.108316,1.110561,92.881966,18.427250,1.498257,91.691528,-15.569762,13.504642,54.107445,15.553264,13.218391,53.231503,-10.618405,13.798103,9.098712,10.479014,13.782364,9.011149,-13.806311,24.655788,4.001092,13.421828,24.828243,3.568519,,0.722130,0.996627,0.221727,0.885677,0.967385,0.256060,0.799445,1.203257,0.381649,1.047144,1.057102,0.430902,0.742397,1.101824,0.249676,0.879370,0.973354,0.295818,0.713900,1.200760,0.057300,0.954552,1.233804,0.094233,0.800343,1.268298,0.025939,1.125184,2.260871,0.061560,0.857525,1.269666,0.053903,0.971338,2.304543,0.065865
12.000000,-0.801446,0.256302,103.216461,0.719294,0.106129,103.808708,-23.082481,-0.753880,147.176117,23.199373,0.030361,147.486496,-19.152691,1.130043,92.971283,18.478231,1.473930,91.783813,-15.607444,13.265976,54.115417,15.609206,12.987690,53.244682,-10.624097,13.215977,9.104012,10.480584,13.217243,9.015366,-13.811939,24.064404,4.018742,13.426513,24.245350,3.579279,,0.722211,0.995935,0.223685,0.883438,0.967227,0.261599,0.798247,1.203958,0.385427,1.037119,1.042629,0.436811,0.757086,1.096155,0.243473,0.883910,0.974049,0.288272,0.721244,1.210804,0.057009,0.953188,1.269802,0.085423,0.802273,1.276187,0.025925,1.127883,2.272866,0.057801,0.860326,1.276039,0.048821,0.973038,2.314029,0.058034
12.500000,-0.849492,0.294617,103.279114,0.766680,0.114052,103.875542,-23.146488,-0.699867,147.217941,23.264885,0.040543,147.540787,-19.195427,1.146645,93.059235,18.532589,1.445251,91.872017,-15.639982,13.015625,54.120235,15.662206,12.741337,53.254238,-10.627914,12.631680,9.108402,10.481348,12.648697,9.018085,-13.816004,23.471249,4.033532,13.431689,23.659840,3.587031,,0.722421,0.995287,0.225967,0.881564,0.967302,0.266958,0.795829,1.204777,0.389794,1.028798,1.027460,0.443772,0.772921,1.091087,0.237450,0.888346,0.976235,0.279174,0.728681,1.222955,0.057228,0.951256,1.312106,0.078144,0.804326,1.284262,0.026999,1.129975,2.285071,0.055061,0.863721,1.282716,0.046535,0.974507,2.323450,0.052661
13.000000,-0.892898,0.328411,103.342072,0.812386,0.119450,103.943115,-23.205566,-0.647659,147.262634,23.327042,0.051132,147.598907,-19.232817,1.154232,93.142700,18.592308,1.411705,91.955795,-15.660823,12.731979,54.116467,15.710198,12.472664,53.258724,-10.628215,12.042831,9.111026,10.480647,12.074810,9.019004,-13.816165,22.875233,4.040626,13.435623,23.070644,3.590790,,0.722025,0.994753,0.227482,0.879617,0.967460,0.271043,0.792750,1.204110,0.394081,1.021847,1.012598,0.449704,0.788011,1.085279,0.228960,0.889238,0.980334,0.269915,0.732648,1.241003,0.060063,0.948779,1.353645,0.071903,0.805541,1.291348,0.027660,1.132282,2.296117,0.053327,0.866029,1.288352,0.045228,0.975856,2.331607,0.048142
13.500000,-0.932734,0.358330,103.405563,0.856809,0.121731,104.010742,-23.260120,-0.597401,147.309280,23.385365,0.061832,147.659866,-19.265245,1.154434,93.222733,18.656225,1.373928,92.034599,-15.673062,12.422085,54.106087,15.753736,12.180759,53.258377,-10.624824,11.450768,9.112205,10.479222,11.495880,9.018549,-13.812133,22.277920,4.041604,13.438687,22.478588,3.589801,,0.722075,0.993982,0.227893,0.877582,0.968070,0.274461,0.790240,1.203130,0.397611,1.013716,0.999148,0.453605,0.801254,1.079867,0.221141,0.890531,0.984054,0.261586,0.737438,1.253042,0.063696,0.947208,1.391260,0.068672,0.807803,1.295778,0.029289,1.135564,2.306774,0.052422,0.869307,1.291930,0.045049,0.978173,2.337930,0.045034
14.000000,-0.971235,0.386677,103.469109,0.900437,0.121910,104.077919,-23.312433,-0.548054,147.356598,23.441074,0.071918,147.721207,-19.295948,1.151478,93.301620,18.722210,1.333733,92.109932,-15.682125,12.103573,54.093700,15.795144,11.877331,53.255798,-10.620710,10.857971,9.113129,10.478134,10.915325,9.017557,-13.807179,21.680477,4.039949,13.442754,21.886112,3.586530,,0.722175,0.993117,0.228106,0.875564,0.969175,0.277729,0.787355,1.202316,0.401257,1.006102,0.986466,0.457764,0.814317,1.075073,0.213676,0.892222,0.988233,0.252070,0.742042,1.263539,0.067136,0.944682,1.434208,0.068049,0.809751,1.299580,0.031291,1.138138,2.317319,0.052441,0.872598,1.295105,0.046506,0.980508,2.343566,0.045292
14.500000,-1.006371,0.409863,103.532707,0.942346,0.119038,104.145004,-23.359907,-0.502590,147.404770,23.493073,0.081169,147.784302,-19.322294,1.137882,93.377548,18.790565,1.290611,92.180771,-15.686051,11.762375,54.077984,15.833327,11.554256,53.249454,-10.616861,10.264503,9.113688,10.477903,10.331310,9.015528,-13.802158,21.082760,4.032057,13.447418,21.291859,3.578709,,0.721704,0.992282,0.228222,0.874081,0.970414,0.280483,0.783872,1.200376,0.404523,1.001304,0.973614,0.460528,0.824577,1.069058,0.206391,0.891824,0.993482,0.244528,0.743982,1.274420,0.070396,0.942126,1.476593,0.069593,0.810838,1.302394,0.031805,1.140491,2.326728,0.051886,0.875695,1.297258,0.050059,0.982734,2.347965,0.048481
15.000000,-1.038403,0.428581,103.596466,0.982743,0.112919,104.212021,-23.402691,-0.460690,147.453079,23.540855,0.089462,147.849274,-19.344818,1.114548,93.451378,18.860237,1.244289,92.247589,-15.686630,11.402969,54.059814,15.868142,11.212048,53.240723,-10.613132,9.670975,9.114484,10.478401,9.744743,9.013577,-13.795715,20.485874,4.019514,13.451255,20.697460,3.567168,,0.721490,0.991991,0.227945,0.872385,0.971397,0.282595,0.781333,1.197672,0.407918,0.995121,0.962417,0.460296,0.832048,1.065179,0.200055,0.890090,0.998506,0.238506,0.744806,1.285361,0.072609,0.939769,1.511554,0.072032,0.812282,1.304115,0.032639,1.143058,2.334491,0.052188,0.878587,1.298448,0.053047,0.985166,2.349882,0.050810
15.500000,-1.069080,0.445095,103.660370,1.022568,0.105045,104.278946,-23.442530,-0.420776,147.501541,23.586361,0.096317,147.914597,-19.365671,1.086452,93.524216,18.929426,1.196598,92.312714,-15.685229,11.035427,54.040592,15.901929,10.862286,53.231598,-10.609843,9.077656,9.115772,10.479830,9.157505,9.012126,-13.788745,19.889942,4.004744,13.455519,20.103802,3.555052,,0.720973,0.991155,0.227330,0.870632,0.972863,0.284537,0.778383,1.195080,0.411300,0.988543,0.952574,0.459960,0.838165,1.061065,0.194258,0.888081,1.003846,0.232569,0.745211,1.291402,0.074729,0.937617,1.548430,0.074760,0.813911,1.305424,0.033907,1.145825,2.341826,0.052740,0.881461,1.299408,0.055139,0.987884,2.350833,0.052404
16.000000,-1.098316,0.457222,103.724831,1.060806,0.094620,104.345848,-23.478613,-0.386429,147.550949,23.628641,0.101120,147.980911,-19.385468,1.048271,93.596107,18.997295,1.147190,92.375687,-15.685269,10.657040,54.023308,15.934936,10.500393,53.222061,-10.608678,8.485821,9.117853,10.483489,8.568985,9.011138,-13.784303,19.295231,3.989060,13.461312,19.510464,3.541839,,0.720494,0.990149,0.226906,0.869540,0.974800,0.286489,0.775449,1.191783,0.414340,0.983994,0.943239,0.459157,0.840887,1.055245,0.189098,0.885817,1.009081,0.228375,0.744691,1.296757,0.075987,0.935793,1.584932,0.078078,0.814650,1.306532,0.034875,1.148210,2.348403,0.052077,0.884228,1.300003,0.057387,0.990758,2.350959,0.052851
16.500000,-1.125154,0.465012,103.790070,1.097370,0.081421,104.413254,-23.510223,-0.356926,147.600815,23.666651,0.104015,148.049103,-19.402309,0.998154,93.667633,19.063009,1.095226,92.436569,-15.687222,10.269379,54.008678,15.966662,10.125549,53.212917,-10.609794,7.895203,9.121046,10.488915,7.979908,9.011331,-13.780410,18.701519,3.972394,13.466874,18.918163,3.527608,,0.720013,0.990471,0.226667,0.868341,0.975648,0.287875,0.774304,1.187700,0.417933,0.979297,0.935055,0.455724,0.840974,1.054218,0.185240,0.881650,1.013827,0.225322,0.743127,1.303216,0.076250,0.933627,1.613485,0.079456,0.815458,1.307081,0.036028,1.149605,2.353059,0.051540,0.886364,1.300272,0.057310,0.993164,2.349908,0.050665
17.000000,-1.151033,0.470165,103.855942,1.133121,0.066879,104.481102,-23.538446,-0.331081,147.651108,23.702557,0.104908,148.118698,-19.419525,0.941376,93.738907,19.125391,1.041721,92.497307,-15.690013,9.876301,53.995598,15.998395,9.746319,53.205238,-10.613083,7.305611,9.125533,10.495442,7.390736,9.012718,-13.777694,18.108936,3.955767,13.472493,18.327000,3.514714,,0.719015,0.989886,0.225927,0.867088,0.976680,0.289048,0.772035,1.183309,0.421340,0.973545,0.927945,0.451825,0.839033,1.051597,0.181669,0.876732,1.019048,0.223132,0.740829,1.305818,0.076922,0.932272,1.641335,0.079993,0.816496,1.308196,0.037402,1.151361,2.356912,0.051316,0.887935,1.301100,0.057278,0.995665,2.348000,0.047128
17.500000,-1.176665,0.472755,103.922562,1.167485,0.050793,104.549316,-23.564466,-0.310135,147.703293,23.735897,0.103420,148.189819,-19.437944,0.877766,93.809937,19.184061,0.986904,92.558151,-15.696588,9.479927,53.986061,16.030973,9.362022,53.199543,-10.617872,6.717308,9.130936,10.503872,6.801472,9.015500,-13.777274,17.517254,3.941809,13.478797,17.736847,3.503792,,0.718546,0.989367,0.225390,0.866161,0.978365,0.290174,0.770717,1.178850,0.424346,0.968516,0.922155,0.448478,0.835573,1.048390,0.178134,0.872332,1.024057,0.221722,0.738847,1.308669,0.078633,0.931410,1.668473,0.080949,0.817017,1.309369,0.039036,1.152893,2.360603,0.050641,0.889225,1.301746,0.055748,0.998355,2.346071,0.042692
18.000000,-1.200701,0.471733,103.990540,1.200220,0.032932,104.618477,-23.586399,-0.295238,147.757919,23.765471,0.099464,148.263657,-19.454542,0.802109,93.881203,19.237356,0.929695,92.618912,-15.708672,9.080502,53.982449,16.064362,8.971245,53.196262,-10.624719,6.129719,9.137330,10.514191,6.212315,9.019904,-13.778598,16.925308,3.930891,13.485549,17.147083,3.495051,,0.717946,0.989612,0.225350,0.865536,0.978890,0.290859,0.771308,1.173849,0.428415,0.964228,0.916864,0.444257,0.830087,1.048429,0.175516,0.867756,1.027912,0.220895,0.737300,1.310610,0.079720,0.930808,1.689889,0.081159,0.817617,1.311006,0.041061,1.153363,2.363145,0.050308,0.890393,1.303339,0.053174,1.000418,2.344363,0.038820
18.500000,-1.224271,0.468334,104.059685,1.231356,0.014214,104.688393,-23.605345,-0.285328,147.814743,23.792837,0.093433,148.340271,-19.474310,0.718742,93.952637,19.285395,0.869884,92.680138,-15.724672,8.679379,53.983353,16.098566,8.578369,53.195728,-10.634322,5.542934,9.145097,10.525292,5.623428,9.025696,-13.782655,16.333271,3.923197,13.492411,16.557980,3.489298,,0.717061,0.989491,0.224640,0.864744,0.978990,0.291225,0.771253,1.168309,0.431693,0.959468,0.911911,0.439055,0.822510,1.047842,0.173123,0.862348,1.032231,0.220888,0.734969,1.311871,0.080953,0.930162,1.709458,0.080905,0.817715,1.313321,0.042287,1.152945,2.364691,0.050823,0.889984,1.305429,0.050863,1.002140,2.342871,0.036360
19.000000,-1.247797,0.463974,104.129219,1.261452,-0.004799,104.758583,-23.623222,-0.278160,147.873611,23.818705,0.085659,148.419052,-19.495487,0.632034,94.023483,19.328770,0.808990,92.742271,-15.743313,8.277431,53.986603,16.134001,8.185032,53.197491,-10.644360,4.956295,9.153362,10.536920,5.034496,9.032700,-13.787713,15.741013,3.918130,13.498741,15.968906,3.486164,,0.716544,0.989563,0.224012,0.863748,0.979627,0.291299,0.772052,1.163398,0.434301,0.954158,0.908402,0.434954,0.815295,1.047624,0.170484,0.857268,1.036837,0.221156,0.733065,1.313553,0.083650,0.930172,1.728583,0.081671,0.817761,1.315735,0.043734,1.153000,2.366536,0.051261,0.889350,1.307469,0.047987,1.003809,2.341849,0.036508
19.500000,-1.270285,0.457260,104.199799,1.289754,-0.024574,104.829636,-23.637707,-0.277275,147.937759,23.841431,0.075497,148.501785,-19.517076,0.536163,94.093018,19.365261,0.745041,92.805122,-15.767586,7.873421,53.995655,16.170916,7.788708,53.202263,-10.654053,4.369022,9.161770,10.549420,4.445148,9.041047,-13.794209,15.146935,3.918317,13.505502,15.379013,3.486996,,0.716071,0.989689,0.223402,0.863509,0.979647,0.290638,0.773970,1.157635,0.438665,0.949891,0.904816,0.431626,0.807283,1.047540,0.166505,0.854915,1.040237,0.220988,0.732871,1.315704,0.085651,0.931177,1.743990,0.083161,0.818191,1.319338,0.045217,1.152456,2.368200,0.052516,0.889643,1.311209,0.045822,1.005001,2.341723,0.039509
20.000000,-1.292283,0.449371,104.271149,1.316119,-0.044319,104.900978,-23.650429,-0.280396,148.005951,23.862349,0.064358,148.587875,-19.541643,0.434727,94.161781,19.396423,0.677853,92.867889,-15.795815,7.469032,54.009007,16.208679,7.391933,53.209347,-10.664793,3.780975,9.170552,10.561639,3.855679,9.050215,-13.803267,14.550785,3.922673,13.512458,14.787910,3.490948,,0.715627,0.990249,0.222488,0.862810,0.978803,0.289662,0.776569,1.152541,0.441732,0.946110,0.900913,0.427483,0.797675,1.049344,0.163451,0.851889,1.043701,0.220963,0.731522,1.317145,0.087164,0.931249,1.758606,0.084808,0.817148,1.323048,0.045579,1.150370,2.369265,0.054260,0.887773,1.315038,0.043091,1.005578,2.342875,0.044049
20.500000,-1.314152,0.441227,104.342598,1.341322,-0.063725,104.971954,-23.662680,-0.285118,148.076324,23.882406,0.052395,148.676147,-19.567911,0.331337,94.229454,19.423769,0.609200,92.930527,-15.825920,7.063652,54.024124,16.247168,6.995216,53.217579,-10.675506,3.192280,9.179418,10.573429,3.265614,9.059886,-13.812980,13.953457,3.929027,13.518554,14.195587,3.496357,,0.715283,0.990840,0.221476,0.861537,0.978092,0.288144,0.779346,1.147856,0.444044,0.941688,0.897607,0.424440,0.788691,1.050809,0.160611,0.848312,1.047903,0.220666,0.730394,1.318847,0.088548,0.931806,1.773010,0.087540,0.816189,1.326806,0.045972,1.148548,2.370708,0.055958,0.886043,1.318797,0.041875,1.005697,2.344810,0.049970
21.000000,-1.334717,0.432499,104.413483,1.364490,-0.082729,105.042725,-23.672810,-0.293293,148.153076,23.900068,0.039291,148.768600,-19.595381,0.224140,94.292953,19.444994,0.537113,92.992775,-15.857547,6.653790,54.041332,16.285931,6.596512,53.227726,-10.683382,2.601620,9.187566,10.584055,2.674435,9.070127,-13.822260,13.353535,3.938636,13.523977,13.601185,3.504740,,0.715073,0.991469,0.219579,0.860867,0.977523,0.285363,0.782477,1.142730,0.447650,0.937427,0.894487,0.422178,0.780226,1.051690,0.153818,0.848206,1.051689,0.218659,0.730578,1.323166,0.088981,0.933397,1.785660,0.089680,0.815699,1.331254,0.046132,1.146721,2.372396,0.058197,0.885029,1.323591,0.041798,1.005421,2.347423,0.054596
21.500000,-1.354453,0.423546,104.483955,1.385502,-0.101097,105.112442,-23.681751,-0.303802,148.234512,23.916237,0.026714,148.864029,-19.624117,0.114464,94.353653,19.461689,0.461067,93.053162,-15.890567,6.241039,54.060352,16.324709,6.196335,53.238487,-10.689802,2.009071,9.195074,10.593377,2.081726,9.080108,-13.832649,12.750908,3.950985,13.529945,13.003887,3.514841,,0.714858,0.992548,0.217643,0.859799,0.976136,0.282077,0.785983,1.139369,0.450437,0.934496,0.890339,0.419906,0.770975,1.054551,0.148060,0.848072,1.055016,0.215923,0.730002,1.326522,0.088441,0.934513,1.798247,0.091838,0.814336,1.335941,0.045828,1.144189,2.374187,0.060086,0.883419,1.328752,0.041725,1.004466,2.351048,0.056913
22.000000,-1.373791,0.414852,104.553993,1.405174,-0.118847,105.181046,-23.691040,-0.314877,148.318863,23.931736,0.014553,148.960754,-19.654631,0.004032,94.412178,19.476923,0.383461,93.111847,-15.924540,5.825336,54.080399,16.363167,5.795166,53.248955,-10.695153,1.415188,9.201960,10.601885,1.488342,9.090050,-13.843601,12.146412,3.964599,13.535368,12.404846,3.524936,,0.714965,0.993792,0.215851,0.857930,0.974521,0.278346,0.789784,1.136336,0.452232,0.931722,0.885946,0.418078,0.762529,1.056586,0.143726,0.847260,1.058817,0.212328,0.729378,1.328394,0.087385,0.935066,1.811005,0.094207,0.812413,1.340011,0.045138,1.140887,2.376118,0.061889,0.881828,1.333277,0.043160,1.003103,2.355569,0.059486
22.500000,-1.391003,0.406876,104.621742,1.422774,-0.135384,105.247612,-23.699142,-0.325062,148.407974,23.946009,0.003090,149.059967,-19.684057,-0.106346,94.464813,19.488342,0.302429,93.167648,-15.955774,5.403343,54.099026,16.399830,5.391121,53.259274,-10.697235,0.819195,9.208025,10.607555,0.893299,9.099739,-13.852391,11.539875,3.977510,13.539078,11.803024,3.535039,,0.714870,0.995194,0.212548,0.856103,0.973266,0.273251,0.793273,1.133450,0.454280,0.927947,0.882121,0.416049,0.755038,1.058877,0.134776,0.847859,1.063544,0.206657,0.729095,1.332995,0.085144,0.936583,1.823170,0.094548,0.811243,1.344103,0.044543,1.138077,2.378205,0.064113,0.880333,1.337984,0.045107,1.001321,2.360318,0.059728
