Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),左肩峰[x](cm),左肩峰[y](cm),左肩峰[z](cm),右肩峰[x](cm),右肩峰[y](cm),右肩峰[z](cm),左股関節[x](cm),左股関節[y](cm),左股関節[z](cm),右股関節[x](cm),右股関節[y](cm),右股関節[z](cm),左膝関節[x](cm),左膝関節[y](cm),左膝関節[z](cm),右膝関節[x](cm),右膝関節[y](cm),右膝関節[z](cm),左足関節[x](cm),左足関節[y](cm),左足関節[z](cm),右足関節[x](cm),右足関節[y](cm),右足関節[z](cm),左第5MP[x](cm),左第5MP[y](cm),左第5MP[z](cm),右第5MP[x](cm),右第5MP[y](cm),右第5MP[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_左肩峰[x](cm),SD_左肩峰[y](cm),SD_左肩峰[z](cm),SD_右肩峰[x](cm),SD_右肩峰[y](cm),SD_右肩峰[z](cm),SD_左股関節[x](cm),SD_左股関節[y](cm),SD_左股関節[z](cm),SD_右股関節[x](cm),SD_右股関節[y](cm),SD_右股関節[z](cm),SD_左膝関節[x](cm),SD_左膝関節[y](cm),SD_左膝関節[z](cm),SD_右膝関節[x](cm),SD_右膝関節[y](cm),SD_右膝関節[z](cm),SD_左足関節[x](cm),SD_左足関節[y](cm),SD_左足関節[z](cm),SD_右足関節[x](cm),SD_右足関節[y](cm),SD_右足関節[z](cm),SD_左第5MP[x](cm),SD_左第5MP[y](cm),SD_左第5MP[z](cm),SD_右第5MP[x](cm),SD_右第5MP[y](cm),SD_右第5MP[z](cm)
0.000000,0.683142,-1.812328,91.624931,-0.531542,2.086914,90.286568,-16.041248,-0.749382,133.550858,19.444498,-1.032761,130.645279,-17.961636,1.066223,82.625801,16.349031,-2.865479,78.163300,-15.385218,12.572311,47.321262,10.722811,18.634018,44.694862,-14.214284,16.064354,6.371510,10.273569,12.435890,5.789603,-16.733793,25.798203,1.861681,13.594366,22.459404,1.455890,,0.725722,1.083464,0.394519,0.749623,1.234137,0.702187,0.783794,1.172347,0.573279,0.917482,1.686689,0.966227,0.685069,1.356263,0.543662,0.831065,1.719700,1.090720,0.649197,1.366633,0.554950,1.075023,2.812240,0.360188,0.791674,1.741714,0.502349,1.302270,3.565800,0.056571,0.809442,1.869785,0.148961,1.337642,3.656901,0.080861
0.500000,0.558092,-1.713165,91.491592,-0.393737,2.020927,90.441566,-16.233047,-0.636658,133.429031,19.587818,-1.009609,130.817886,-18.102371,1.317177,82.455460,16.537184,-2.791061,78.343140,-15.334268,12.607544,47.090282,10.802137,18.370369,44.691692,-14.012622,15.733704,6.164409,10.290760,12.038048,5.778426,-16.702742,25.472450,1.869361,13.586737,22.064674,1.462229,,0.723432,1.088357,0.388395,0.750915,1.244759,0.726263,0.791016,1.175261,0.575465,0.925323,1.697298,1.006829,0.673270,1.337835,0.510829,0.837581,1.739602,1.101096,0.642051,1.349393,0.506916,1.085501,2.883003,0.352094,0.789862,1.728381,0.460904,1.301910,3.540456,0.055416,0.803812,1.860036,0.143349,1.334635,3.616147,0.075323
1.000000,0.433042,-1.614002,91.358253,-0.255932,1.954933,90.596573,-16.424847,-0.523933,133.307190,19.731138,-0.986454,130.990494,-18.243107,1.568123,82.285118,16.725332,-2.716644,78.522980,-15.283318,12.642784,46.859306,10.881464,18.106712,44.688522,-13.810961,15.403053,5.957308,10.307952,11.640205,5.767249,-16.671692,25.146690,1.877041,13.579105,21.669937,1.468567,,0.722297,1.094450,0.383188,0.752815,1.256082,0.750672,0.800183,1.179004,0.578799,0.933712,1.708491,1.048333,0.663320,1.320411,0.479709,0.847206,1.760130,1.112071,0.637165,1.333984,0.460230,1.097183,2.954910,0.344753,0.792023,1.715650,0.420560,1.301962,3.515317,0.056493,0.799331,1.850769,0.138332,1.331801,3.575829,0.072215
1.500000,0.301833,-1.504658,91.247520,-0.122282,1.883537,90.776344,-16.621267,-0.409920,133.201996,19.869556,-0.958096,131.196732,-18.391758,1.815262,82.156914,16.901739,-2.656113,78.725876,-15.249021,12.713707,46.683762,10.966040,17.794792,44.696651,-13.642084,15.048340,5.796463,10.330276,11.242020,5.755023,-16.622204,24.787903,1.880413,13.574518,21.279686,1.475371,,0.720569,1.101461,0.368151,0.754342,1.265516,0.762622,0.809532,1.179422,0.573490,0.939237,1.714572,1.075721,0.655459,1.300990,0.439685,0.854525,1.774236,1.108779,0.631968,1.318260,0.395790,1.109912,3.011660,0.336256,0.796546,1.702231,0.367694,1.303781,3.496263,0.058837,0.796325,1.837567,0.130131,1.328680,3.546772,0.069938
2.000000,0.167498,-1.390690,91.145660,0.009896,1.810295,90.965919,-16.820389,-0.294724,133.102814,20.006008,-0.927277,131.416229,-18.544937,2.061119,82.046150,17.076361,-2.599941,78.936821,-15.220942,12.798882,46.531857,11.053628,17.462212,44.709599,-13.488801,14.681030,5.655636,10.353408,10.843216,5.742171,-16.564941,24.412758,1.881800,13.570528,20.890305,1.481697,,0.719286,1.108739,0.351891,0.756064,1.274794,0.771462,0.819416,1.178468,0.565479,0.943347,1.718612,1.099104,0.649136,1.280673,0.401520,0.861356,1.787721,1.102285,0.630760,1.303128,0.330858,1.122751,3.064279,0.327951,0.804019,1.688979,0.315163,1.305692,3.480431,0.062445,0.792633,1.823936,0.121014,1.324087,3.523073,0.071725
2.500000,0.030979,-1.271450,91.060890,0.138762,1.734413,91.167282,-17.017887,-0.180145,133.018372,20.141596,-0.891579,131.652222,-18.700047,2.301781,81.962349,17.239859,-2.553394,79.159729,-15.208932,12.902374,46.411694,11.143101,17.102608,44.727467,-13.358732,14.312675,5.541324,10.381083,10.445816,5.728302,-16.504402,24.031517,1.880089,13.567177,20.504745,1.486941,,0.718100,1.117872,0.328034,0.757600,1.283329,0.773134,0.829040,1.176584,0.552292,0.945943,1.720602,1.113760,0.646110,1.261213,0.363678,0.863888,1.799220,1.087105,0.634214,1.292895,0.257428,1.136754,3.105924,0.319123,0.813351,1.677866,0.254540,1.309051,3.468401,0.066212,0.792800,1.809824,0.113904,1.320634,3.506480,0.076947
3.000000,-0.110673,-1.143490,90.999580,0.263037,1.655891,91.383560,-17.216076,-0.065079,132.952148,20.275606,-0.848301,131.908722,-18.861561,2.534302,81.918488,17.390314,-2.520599,79.395439,-15.221915,13.034622,46.342186,11.237747,16.707962,44.754120,-13.269412,13.940582,5.469982,10.409802,10.048241,5.714958,-16.440674,23.638588,1.873107,13.563505,20.119675,1.491588,,0.716417,1.125900,0.304396,0.759129,1.291107,0.768374,0.835209,1.172390,0.534163,0.945668,1.719254,1.116865,0.645486,1.242198,0.335812,0.867041,1.809804,1.066683,0.644842,1.279992,0.195639,1.147826,3.136996,0.310836,0.825801,1.668514,0.203563,1.310312,3.461422,0.068990,0.794447,1.797297,0.106791,1.315015,3.498324,0.084522
3.500000,-0.252637,-1.013672,90.946556,0.385592,1.576332,91.604507,-17.411713,0.049751,132.893951,20.410740,-0.801765,132.171265,-19.022785,2.764000,81.885902,17.536648,-2.491634,79.636131,-15.242230,13.169151,46.283401,11.331951,16.299042,44.782887,-13.190871,13.570496,5.408093,10.441013,9.650520,5.700934,-16.378700,23.246475,1.865301,13.559093,19.735832,1.495000,,0.715256,1.135742,0.277003,0.760475,1.298849,0.760535,0.842440,1.168572,0.515020,0.945190,1.717664,1.115899,0.647073,1.224499,0.316938,0.869631,1.820432,1.042182,0.659897,1.272565,0.137900,1.159314,3.161017,0.302889,0.833958,1.661885,0.148223,1.312735,3.455526,0.071564,0.797974,1.785958,0.103537,1.309638,3.492626,0.093329
4.000000,-0.397635,-0.876644,90.923004,0.503519,1.494667,91.836334,-17.599480,0.164177,132.861160,20.547831,-0.745155,132.448395,-19.186604,2.981155,81.896782,17.666636,-2.479397,79.886459,-15.298853,13.313515,46.269691,11.430799,15.857704,44.818851,-13.158112,13.208778,5.385861,10.474840,9.250923,5.687800,-16.332396,22.856606,1.855357,13.552279,19.350899,1.497052,,0.714047,1.144456,0.250799,0.762299,1.306269,0.747135,0.843028,1.163765,0.490061,0.943696,1.712816,1.104185,0.652284,1.209557,0.315577,0.868525,1.832903,1.013150,0.687532,1.259293,0.111222,1.167662,3.177938,0.295574,0.852494,1.656886,0.110200,1.312369,3.452092,0.071888,0.807637,1.777079,0.103210,1.304546,3.492219,0.098554
4.500000,-0.543415,-0.737389,90.906906,0.619508,1.412376,92.071213,-17.786320,0.279236,132.834946,20.686508,-0.685295,132.728821,-19.350246,3.194771,81.918831,17.792530,-2.472046,80.139839,-15.364671,13.460693,46.267834,11.528933,15.404312,44.857731,-13.138639,12.850182,5.374306,10.508798,8.849480,5.675625,-16.289845,22.469032,1.844739,13.544313,18.964500,1.498618,,0.713075,1.153520,0.227874,0.763813,1.313491,0.731557,0.844101,1.159267,0.467228,0.942595,1.708390,1.087839,0.658481,1.196063,0.322937,0.874658,1.843963,0.983528,0.712463,1.245542,0.111494,1.173632,3.187821,0.289490,0.860183,1.654596,0.079385,1.311003,3.447666,0.072661,0.814981,1.770963,0.105004,1.298418,3.491116,0.104358
