Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),左肩峰[x](cm),左肩峰[y](cm),左肩峰[z](cm),右肩峰[x](cm),右肩峰[y](cm),右肩峰[z](cm),左股関節[x](cm),左股関節[y](cm),左股関節[z](cm),右股関節[x](cm),右股関節[y](cm),右股関節[z](cm),左膝関節[x](cm),左膝関節[y](cm),左膝関節[z](cm),右膝関節[x](cm),右膝関節[y](cm),右膝関節[z](cm),左足関節[x](cm),左足関節[y](cm),左足関節[z](cm),右足関節[x](cm),右足関節[y](cm),右足関節[z](cm),左第5MP[x](cm),左第5MP[y](cm),左第5MP[z](cm),右第5MP[x](cm),右第5MP[y](cm),右第5MP[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_左肩峰[x](cm),SD_左肩峰[y](cm),SD_左肩峰[z](cm),SD_右肩峰[x](cm),SD_右肩峰[y](cm),SD_右肩峰[z](cm),SD_左股関節[x](cm),SD_左股関節[y](cm),SD_左股関節[z](cm),SD_右股関節[x](cm),SD_右股関節[y](cm),SD_右股関節[z](cm),SD_左膝関節[x](cm),SD_左膝関節[y](cm),SD_左膝関節[z](cm),SD_右膝関節[x](cm),SD_右膝関節[y](cm),SD_右膝関節[z](cm),SD_左足関節[x](cm),SD_左足関節[y](cm),SD_左足関節[z](cm),SD_右足関節[x](cm),SD_右足関節[y](cm),SD_右足関節[z](cm),SD_左第5MP[x](cm),SD_左第5MP[y](cm),SD_左第5MP[z](cm),SD_右第5MP[x](cm),SD_右第5MP[y](cm),SD_右第5MP[z](cm)
16.500000,-1.655511,-0.575600,98.785896,1.023150,1.192497,99.643036,-19.921360,-5.672474,139.764755,19.438833,4.393753,140.862518,-17.822632,0.012421,91.717102,20.149765,5.363098,90.109413,-15.638096,3.610252,49.179844,12.874668,11.713005,49.269413,-17.451197,5.914574,10.597660,10.930691,8.057793,8.897889,-20.005329,16.516327,5.281687,11.278933,20.292038,4.293563,,1.177892,0.789263,0.188258,0.438391,0.835670,0.302847,1.255630,1.056520,0.408852,0.523677,1.442469,0.295555,1.182995,1.167355,0.198064,0.410800,0.749012,0.317186,1.415315,1.582018,0.108036,0.337732,0.712557,0.141694,1.161352,1.947277,0.052916,0.415494,0.859695,0.076509,0.867468,2.185355,0.143712,0.472410,0.976946,0.082938
17.000000,-1.781927,-0.512871,98.796204,1.182621,1.171761,99.738731,-20.032454,-5.557896,139.779678,19.626484,4.459877,140.961777,-17.992474,0.140915,91.777618,20.263302,5.432495,90.201569,-15.859451,3.312355,49.190205,13.074005,11.361244,49.296898,-17.505096,5.539268,10.575474,10.954803,7.659714,8.876883,-20.056765,16.135757,5.238515,11.301674,19.884743,4.288440,,1.172065,0.790700,0.174781,0.430616,0.841752,0.287556,1.234896,1.073075,0.395247,0.522340,1.467165,0.291154,1.177248,1.169180,0.184039,0.406619,0.762120,0.299741,1.434817,1.550800,0.106023,0.345554,0.709154,0.131495,1.178069,1.941794,0.055646,0.417853,0.857043,0.075559,0.855561,2.176192,0.144436,0.466480,0.973655,0.086464
17.500000,-1.905786,-0.451027,98.802315,1.336180,1.145576,99.830299,-20.144560,-5.436302,139.791229,19.804796,4.523407,141.056870,-18.160925,0.266495,91.831879,20.372358,5.500099,90.289116,-16.083757,3.017395,49.197891,13.281130,10.997353,49.322899,-17.562553,5.164040,10.556230,10.980997,7.255981,8.853343,-20.099688,15.755165,5.196936,11.324030,19.472145,4.281129,,1.166988,0.792101,0.162163,0.423567,0.846193,0.270496,1.219998,1.088313,0.382576,0.519475,1.487063,0.283559,1.174324,1.170280,0.169197,0.400447,0.773402,0.281384,1.441897,1.512840,0.101723,0.347543,0.706813,0.120753,1.188427,1.933009,0.059404,0.422611,0.855071,0.076765,0.848644,2.163860,0.141980,0.459522,0.967604,0.086823
18.000000,-2.028248,-0.389095,98.804306,1.486626,1.115852,99.917816,-20.261028,-5.310177,139.797256,19.976175,4.585922,141.147034,-18.328157,0.389542,91.879623,20.481426,5.567070,90.372986,-16.303282,2.735046,49.204132,13.487082,10.627892,49.346939,-17.618002,4.790115,10.539840,11.009150,6.847115,8.829705,-20.135124,15.373810,5.157199,11.350882,19.055176,4.274007,,1.161997,0.794389,0.149693,0.416274,0.849457,0.252740,1.209938,1.105440,0.368348,0.519740,1.503415,0.274015,1.173052,1.170885,0.153663,0.392903,0.785628,0.262180,1.443141,1.473789,0.097061,0.350138,0.710284,0.110142,1.194813,1.923815,0.060608,0.428570,0.853645,0.078828,0.842097,2.150492,0.138657,0.448691,0.963046,0.086557
18.500000,-2.149051,-0.327473,98.802429,1.629745,1.080429,100.000526,-20.380814,-5.175751,139.797165,20.136015,4.645844,141.232758,-18.491476,0.510208,91.919746,20.587568,5.628914,90.451439,-16.515993,2.462509,49.207340,13.692963,10.244347,49.366070,-17.674860,4.418358,10.527000,11.043314,6.436234,8.805888,-20.160849,14.992928,5.121614,11.371157,18.639915,4.263025,,1.158692,0.796617,0.139035,0.408258,0.851301,0.235791,1.208852,1.120575,0.356735,0.518599,1.513541,0.263322,1.176595,1.170134,0.138622,0.382740,0.795464,0.242200,1.434391,1.431297,0.089963,0.348801,0.717269,0.101187,1.195593,1.911287,0.062241,0.434397,0.852115,0.082652,0.842417,2.135355,0.132130,0.435960,0.955904,0.082819
19.000000,-2.269464,-0.265633,98.797928,1.769289,1.041618,100.079308,-20.505630,-5.036236,139.791061,20.289141,4.703758,141.313080,-18.654148,0.629227,91.952797,20.694794,5.688278,90.526184,-16.719149,2.205360,49.209454,13.894897,9.855110,49.382500,-17.729107,4.048676,10.516958,11.083620,6.023285,8.784446,-20.178038,14.612656,5.087603,11.392363,18.224663,4.251376,,1.156477,0.799222,0.130210,0.401010,0.851973,0.219170,1.213850,1.137797,0.345171,0.519581,1.519304,0.251457,1.181748,1.167349,0.123648,0.372511,0.806495,0.222477,1.418672,1.392181,0.082943,0.348642,0.730518,0.092712,1.192687,1.899171,0.061789,0.440813,0.851178,0.087172,0.842391,2.120542,0.124290,0.419289,0.948915,0.079637
19.500000,-2.389231,-0.203838,98.790939,1.901801,0.997726,100.153236,-20.634924,-4.888878,139.777908,20.431435,4.759560,141.388763,-18.811703,0.747047,91.978340,20.801577,5.738464,90.594490,-16.908215,1.963867,49.209225,14.089125,9.453514,49.393085,-17.781183,3.682190,10.509380,11.129992,5.612137,8.765420,-20.187843,14.232681,5.058251,11.404591,17.816826,4.236895,,1.155510,0.801761,0.123686,0.392038,0.851762,0.206018,1.226627,1.153150,0.336942,0.520680,1.518611,0.240672,1.189602,1.162990,0.110299,0.360900,0.816544,0.203089,1.398022,1.353721,0.074600,0.343127,0.749411,0.087301,1.187055,1.885685,0.061275,0.442219,0.849253,0.091433,0.847664,2.106832,0.114570,0.402897,0.940456,0.076370
20.000000,-2.509283,-0.142029,98.783081,2.030759,0.950821,100.223785,-20.768738,-4.736759,139.759628,20.567976,4.812134,141.459412,-18.969166,0.864189,91.997711,20.909805,5.783760,90.658897,-17.085527,1.737755,49.208454,14.279102,9.047699,49.401478,-17.831316,3.318085,10.503424,11.183893,5.202393,8.750399,-20.191463,13.854462,5.029784,11.414467,17.412498,4.221410,,1.156161,0.804026,0.119603,0.385059,0.850288,0.193971,1.244036,1.170326,0.330541,0.523029,1.513219,0.229717,1.198193,1.156333,0.097670,0.351432,0.827344,0.185152,1.372036,1.322367,0.067669,0.337698,0.773380,0.083540,1.179925,1.873141,0.060404,0.442411,0.847837,0.095127,0.852774,2.094433,0.103248,0.384408,0.931732,0.073648
20.500000,-2.629062,-0.080544,98.775002,2.154666,0.899963,100.289589,-20.906029,-4.578918,139.736176,20.697426,4.862679,141.524902,-19.121412,0.980766,92.011139,21.019352,5.816719,90.715698,-17.245863,1.529800,49.206894,14.455976,8.634392,49.405334,-17.875727,2.956696,10.497917,11.238655,4.796371,8.738850,-20.191883,13.475891,5.004479,11.417589,17.016762,4.205934,,1.156923,0.806286,0.116668,0.376416,0.848656,0.186913,1.264264,1.186065,0.326012,0.524909,1.502508,0.220087,1.205083,1.148607,0.086771,0.341048,0.840174,0.168893,1.346569,1.294354,0.060499,0.323399,0.803373,0.084298,1.173206,1.861902,0.058494,0.434919,0.845112,0.097841,0.859010,2.085658,0.092242,0.370195,0.923092,0.073310
21.000000,-2.749025,-0.019547,98.767769,2.275468,0.846504,100.352531,-21.046070,-4.417629,139.709839,20.822779,4.908699,141.586044,-19.272655,1.097115,92.020287,21.130211,5.842926,90.768288,-17.394766,1.334991,49.205238,14.629398,8.218674,49.407879,-17.918995,2.597061,10.492459,11.298210,4.393394,8.731021,-20.189768,13.099007,4.979648,11.416857,16.625336,4.189676,,1.159114,0.807787,0.115318,0.370239,0.845664,0.180763,1.285657,1.202886,0.323903,0.527384,1.487320,0.210611,1.210947,1.140264,0.076838,0.333759,0.852655,0.154270,1.318761,1.273168,0.055022,0.309928,0.836252,0.087136,1.167641,1.851810,0.057250,0.426719,0.842652,0.100976,0.865299,2.078884,0.080542,0.358529,0.914241,0.072225
