Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),左肩峰[x](cm),左肩峰[y](cm),左肩峰[z](cm),右肩峰[x](cm),右肩峰[y](cm),右肩峰[z](cm),左大転子[x](cm),左大転子[y](cm),左大転子[z](cm),右大転子[x](cm),右大転子[y](cm),右大転子[z](cm),左外側上顆[x](cm),左外側上顆[y](cm),左外側上顆[z](cm),右外側上顆[x](cm),右外側上顆[y](cm),右外側上顆[z](cm),左外果[x](cm),左外果[y](cm),左外果[z](cm),右外果[x](cm),右外果[y](cm),右外果[z](cm),左第５中足骨頭[x](cm),左第５中足骨頭[y](cm),左第５中足骨頭[z](cm),右第５中足骨頭[x](cm),右第５中足骨頭[y](cm),右第５中足骨頭[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_左肩峰[x](cm),SD_左肩峰[y](cm),SD_左肩峰[z](cm),SD_右肩峰[x](cm),SD_右肩峰[y](cm),SD_右肩峰[z](cm),SD_左大転子[x](cm),SD_左大転子[y](cm),SD_左大転子[z](cm),SD_右大転子[x](cm),SD_右大転子[y](cm),SD_右大転子[z](cm),SD_左外側上顆[x](cm),SD_左外側上顆[y](cm),SD_左外側上顆[z](cm),SD_右外側上顆[x](cm),SD_右外側上顆[y](cm),SD_右外側上顆[z](cm),SD_左外果[x](cm),SD_左外果[y](cm),SD_左外果[z](cm),SD_右外果[x](cm),SD_右外果[y](cm),SD_右外果[z](cm),SD_左第５中足骨頭[x](cm),SD_左第５中足骨頭[y](cm),SD_左第５中足骨頭[z](cm),SD_右第５中足骨頭[x](cm),SD_右第５中足骨頭[y](cm),SD_右第５中足骨頭[z](cm)
5.000000,-1.037729,-1.610352,94.533195,0.668080,2.136379,94.541618,-23.184797,-1.434208,134.640793,21.825069,2.948616,137.208664,-18.044682,0.207371,83.980621,19.036545,4.980091,81.770355,-18.068825,9.788548,47.947948,16.927593,18.211403,46.565689,-12.846230,8.096535,8.815239,12.379465,17.486237,7.985518,-15.197079,17.892845,2.722439,14.990726,29.243370,3.036950,,0.482385,0.527768,0.263221,0.351453,0.762306,0.231756,0.868161,0.691984,0.611882,0.642776,0.959967,0.348971,0.468146,0.627154,0.245230,0.308918,0.643601,0.226280,0.213679,1.634039,0.185461,0.429823,1.190407,0.143766,0.499723,2.047184,0.189407,0.420778,1.345896,0.160437,0.405150,2.149383,0.130870,0.602977,1.451073,0.095328
5.500000,-1.182456,-1.573463,94.601372,0.823539,2.174492,94.696663,-23.414391,-1.356430,134.681458,22.096909,3.156754,137.339081,-18.218634,0.241360,84.017586,19.119884,5.006264,81.884743,-18.103420,9.570885,47.899284,16.983477,17.875267,46.550209,-12.818256,7.680122,8.801147,12.380624,17.050987,7.977493,-15.216918,17.458725,2.719924,14.971703,28.797844,3.015680,,0.466104,0.541280,0.268706,0.338770,0.761735,0.225293,0.820370,0.697313,0.621094,0.610607,0.967443,0.337226,0.492100,0.632750,0.242216,0.307882,0.647965,0.216544,0.202787,1.629459,0.188587,0.416285,1.214265,0.146562,0.508068,2.047082,0.195785,0.418576,1.329939,0.153945,0.420951,2.144820,0.136305,0.605469,1.432535,0.105242
6.000000,-1.324172,-1.535248,94.670624,0.978512,2.209728,94.853020,-23.647680,-1.281559,134.725449,22.368586,3.360271,137.470764,-18.385132,0.273312,84.052704,19.200199,5.028503,82.000038,-18.129686,9.349503,47.847282,17.030470,17.532570,46.536652,-12.789219,7.262737,8.786989,12.382369,16.617447,7.971087,-15.240420,17.022415,2.722621,14.956730,28.351181,2.994863,,0.453752,0.553839,0.273251,0.325338,0.760576,0.219227,0.788141,0.703838,0.632777,0.579664,0.975492,0.327267,0.521711,0.641612,0.242646,0.311035,0.652751,0.208737,0.207360,1.625323,0.192599,0.403289,1.232835,0.149322,0.518373,2.046758,0.202998,0.415963,1.312695,0.150064,0.438968,2.141569,0.139269,0.603650,1.412742,0.117169
6.500000,-1.459553,-1.494370,94.742104,1.133257,2.237564,95.010292,-23.882132,-1.213753,134.773682,22.637676,3.545593,137.603302,-18.526417,0.296230,84.085068,19.277658,5.041008,82.115913,-18.139654,9.120537,47.798355,17.065628,17.183563,46.535217,-12.756188,6.843597,8.778615,12.386081,16.186562,7.965800,-15.252682,16.581566,2.728459,14.941313,27.902260,2.973203,,0.443167,0.563111,0.273392,0.310588,0.757250,0.211547,0.766573,0.701618,0.639951,0.545359,0.978959,0.316179,0.549315,0.648789,0.245409,0.312739,0.658408,0.201155,0.213441,1.617171,0.190551,0.387049,1.239429,0.146483,0.510300,2.046077,0.200686,0.407236,1.293736,0.153431,0.438238,2.138598,0.123679,0.601272,1.389362,0.123407
7.000000,-1.594548,-1.452908,94.813995,1.284159,2.262901,95.167236,-24.125320,-1.150936,134.821991,22.898739,3.726467,137.735825,-18.659334,0.312477,84.115738,19.353279,5.050152,82.232063,-18.142311,8.888958,47.749454,17.092024,16.834053,46.537994,-12.726747,6.424561,8.772183,12.392950,15.756004,7.959816,-15.267531,16.139030,2.739684,14.931332,27.452454,2.951841,,0.434849,0.570920,0.272201,0.299019,0.753779,0.203942,0.749760,0.698079,0.647655,0.523325,0.982306,0.307034,0.578040,0.658790,0.248640,0.316510,0.664583,0.195494,0.228378,1.610933,0.189735,0.378787,1.241688,0.143645,0.500333,2.044100,0.197682,0.398876,1.276882,0.163219,0.439216,2.136924,0.107886,0.589886,1.367343,0.126928
7.500000,-1.727123,-1.409580,94.886681,1.431632,2.282551,95.320953,-24.374651,-1.098969,134.867706,23.152414,3.890285,137.865509,-18.766821,0.315025,84.145737,19.430462,5.054276,82.345703,-18.143660,8.657505,47.713161,17.112286,16.489372,46.550797,-12.702555,6.003597,8.773314,12.400334,15.323715,7.954395,-15.274886,15.693504,2.755021,14.924313,27.001862,2.933962,,0.427847,0.575571,0.266180,0.290109,0.750221,0.196378,0.731567,0.689153,0.650991,0.509451,0.981868,0.297943,0.592686,0.667832,0.249256,0.321347,0.671779,0.189701,0.234817,1.605051,0.179745,0.370820,1.236699,0.138221,0.471552,2.040734,0.185759,0.385818,1.264449,0.177276,0.425412,2.134832,0.086294,0.574867,1.348073,0.123811
8.000000,-1.861745,-1.366539,94.959061,1.571340,2.299206,95.471992,-24.633123,-1.052246,134.910233,23.390100,4.048885,137.994003,-18.869131,0.308167,84.175545,19.507940,5.055622,82.458054,-18.142548,8.422897,47.680824,17.129427,16.147736,46.567513,-12.684049,5.583538,8.777307,12.411467,14.889450,7.945578,-15.282375,15.247742,2.773181,14.920252,26.550529,2.915703,,0.420360,0.578971,0.259061,0.289853,0.747018,0.188101,0.710831,0.678288,0.653587,0.518275,0.981603,0.289598,0.603309,0.676633,0.248183,0.325957,0.679446,0.184441,0.241400,1.602195,0.171688,0.373950,1.229512,0.134018,0.440977,2.035734,0.172969,0.372397,1.257054,0.192073,0.416449,2.133592,0.078983,0.554526,1.332193,0.118992
8.500000,-1.996938,-1.322533,95.030037,1.702985,2.309448,95.616585,-24.900248,-1.016396,134.943878,23.616215,4.191689,138.118332,-18.954063,0.286591,84.206551,19.587599,5.054901,82.564545,-18.148127,8.186783,47.663624,17.145288,15.812775,46.587173,-12.675192,5.161697,8.786432,12.419199,14.450230,7.936347,-15.288292,14.800980,2.794811,14.919230,26.098679,2.902407,,0.412970,0.580604,0.248043,0.293206,0.745424,0.181242,0.686784,0.669050,0.652730,0.536805,0.978544,0.282451,0.593903,0.685715,0.242110,0.331640,0.687470,0.179212,0.239045,1.601876,0.153569,0.370829,1.218076,0.128463,0.402758,2.028564,0.157320,0.353747,1.256670,0.201715,0.401236,2.132062,0.088004,0.531451,1.322039,0.114473
9.000000,-2.135407,-1.279026,95.099915,1.824787,2.315125,95.756149,-25.173836,-0.983864,134.972397,23.823374,4.326805,138.240509,-19.038610,0.255692,84.238716,19.669567,5.051353,82.667328,-18.156898,7.945908,47.651939,17.167093,15.480301,46.607533,-12.671780,4.740627,8.797877,12.428553,14.007442,7.922919,-15.292113,14.354870,2.815857,14.916742,25.646034,2.888228,,0.403789,0.581743,0.236934,0.306816,0.744273,0.173375,0.668167,0.660809,0.651349,0.570206,0.977146,0.273516,0.577076,0.691975,0.234035,0.337567,0.695503,0.172880,0.237864,1.604275,0.138004,0.376247,1.206395,0.124701,0.369099,2.020430,0.142937,0.337330,1.261175,0.207848,0.391070,2.131100,0.111585,0.514202,1.315583,0.114381
9.500000,-2.274054,-1.235558,95.165337,1.934499,2.312126,95.887253,-25.450090,-0.957233,134.987823,24.016035,4.446598,138.358398,-19.118488,0.212692,84.272644,19.752169,5.045910,82.761780,-18.173897,7.696812,47.651531,17.189484,15.151390,46.623180,-12.675978,4.317814,8.809080,12.431713,13.559315,7.907907,-15.300093,13.909538,2.838175,14.914337,25.192406,2.877382,,0.395778,0.583009,0.223641,0.321890,0.745236,0.168118,0.664881,0.660145,0.647607,0.601387,0.973487,0.266021,0.544320,0.700550,0.222529,0.344169,0.702931,0.167297,0.242798,1.609481,0.116752,0.374931,1.191708,0.118653,0.343531,2.009891,0.133390,0.326273,1.270643,0.205157,0.378056,2.130348,0.136691,0.499551,1.313933,0.120347
10.000000,-2.415198,-1.192043,95.228577,2.036157,2.302979,96.012505,-25.727293,-0.929905,134.997650,24.194923,4.555969,138.473907,-19.202141,0.163128,84.307907,19.837397,5.037014,82.850739,-18.197371,7.441875,47.654995,17.224064,14.821823,46.635914,-12.683704,3.894714,8.820808,12.433113,13.108208,7.891398,-15.304547,13.464611,2.857132,14.909269,24.737778,2.866525,,0.387478,0.584981,0.211856,0.343634,0.745974,0.163343,0.679069,0.664139,0.644032,0.631600,0.973503,0.255250,0.504981,0.706349,0.209884,0.352613,0.709419,0.160292,0.257029,1.615928,0.100986,0.381904,1.177948,0.115089,0.328179,1.999566,0.127151,0.328681,1.281772,0.199736,0.363747,2.129980,0.160720,0.497752,1.313734,0.131389
10.500000,-2.552794,-1.149311,95.284348,2.125135,2.283226,96.128906,-25.992876,-0.900219,134.993622,24.359537,4.649605,138.585342,-19.292803,0.106049,84.343826,19.921497,5.023983,82.930771,-18.227501,7.173847,47.662537,17.259245,14.491688,46.639362,-12.692532,3.469643,8.826900,12.429017,12.654320,7.873611,-15.316895,13.021416,2.875095,14.900547,24.282127,2.856009,,0.383210,0.588527,0.199436,0.364160,0.748153,0.161959,0.713533,0.674941,0.639070,0.651197,0.971119,0.245335,0.461241,0.715977,0.196696,0.359737,0.714678,0.154110,0.283991,1.624635,0.088994,0.391330,1.162234,0.109484,0.322005,1.987326,0.125387,0.349004,1.293401,0.188076,0.346373,2.130187,0.178483,0.498708,1.314266,0.142386
11.000000,-2.689869,-1.105621,95.336586,2.209586,2.256424,96.239944,-26.251627,-0.865120,134.984711,24.518728,4.730793,138.694427,-19.388765,0.046364,84.379768,20.007116,5.006512,83.004517,-18.263250,6.900845,47.670067,17.304535,14.157909,46.637959,-12.702373,3.042847,8.831306,12.420499,12.198914,7.857395,-15.324968,12.577744,2.888382,14.892803,23.824707,2.847428,,0.381474,0.594041,0.190004,0.387795,0.749061,0.162485,0.757468,0.690828,0.634499,0.663697,0.973531,0.233485,0.417141,0.724878,0.183708,0.366090,0.718102,0.146432,0.317583,1.632967,0.086086,0.408960,1.147968,0.109240,0.322752,1.976159,0.123995,0.386268,1.302796,0.176610,0.321005,2.130359,0.191341,0.507133,1.312773,0.152232
11.500000,-2.819007,-1.062840,95.379448,2.285616,2.219196,96.343643,-26.483025,-0.820107,134.964417,24.668066,4.795910,138.799866,-19.497662,-0.016220,84.414085,20.090521,4.981991,83.071037,-18.304281,6.617138,47.674889,17.349937,13.820885,46.627640,-12.706420,2.613876,8.827581,12.410666,11.744766,7.842962,-15.341731,12.135735,2.899827,14.880920,23.367134,2.837347,,0.384246,0.601552,0.180673,0.407314,0.750067,0.165663,0.799074,0.707022,0.629644,0.665339,0.972912,0.221928,0.379999,0.736814,0.172311,0.367558,0.720377,0.138652,0.346665,1.642696,0.089620,0.432130,1.133192,0.110408,0.321371,1.964202,0.119701,0.429416,1.309155,0.164332,0.295704,2.131204,0.198740,0.512070,1.307787,0.156708
12.000000,-2.943198,-1.018524,95.417526,2.360882,2.175636,96.443283,-26.699261,-0.766621,134.940567,24.819767,4.848770,138.902618,-19.609854,-0.078247,84.446205,20.173355,4.952316,83.131584,-18.346746,6.331696,47.675659,17.396271,13.478848,46.612949,-12.709337,2.182224,8.820666,12.395761,11.290447,7.831763,-15.353876,11.692783,2.906708,14.875679,22.907227,2.831026,,0.390033,0.611708,0.174967,0.426642,0.748996,0.170084,0.834658,0.725718,0.625085,0.663040,0.976184,0.211761,0.351892,0.749948,0.163085,0.362340,0.720457,0.129159,0.373636,1.651263,0.096778,0.456900,1.120385,0.118335,0.326159,1.953323,0.112654,0.478190,1.310879,0.153975,0.262902,2.131195,0.200823,0.516037,1.298946,0.156535
12.500000,-3.057842,-0.974648,95.445984,2.434704,2.124367,96.538231,-26.880728,-0.700634,134.909409,24.967697,4.886200,139.002380,-19.733366,-0.139793,84.474319,20.253618,4.914032,83.188026,-18.394276,6.045845,47.669743,17.441597,13.132820,46.593784,-12.703316,1.748753,8.807379,12.384778,10.840080,7.826512,-15.372556,11.250622,2.912719,14.871141,22.448151,2.823711,,0.395978,0.623140,0.169360,0.439173,0.746709,0.174888,0.850125,0.738982,0.621224,0.653803,0.975844,0.200793,0.334009,0.763143,0.157087,0.351075,0.720211,0.118611,0.381691,1.659503,0.103839,0.481709,1.108637,0.128817,0.327322,1.943136,0.100540,0.515477,1.308928,0.145532,0.237032,2.131929,0.200431,0.514609,1.285678,0.151618
13.000000,-3.163688,-0.929550,95.468887,2.510523,2.069351,96.630386,-27.041153,-0.626923,134.875870,25.122374,4.914387,139.098267,-19.855335,-0.199730,84.498337,20.330961,4.870678,83.239609,-18.438917,5.763256,47.657547,17.477331,12.782379,46.572628,-12.694646,1.312901,8.790977,12.370161,10.390255,7.824183,-15.387280,10.808254,2.915303,14.876625,21.987175,2.820575,,0.403030,0.636659,0.167205,0.447265,0.742347,0.178705,0.857313,0.751648,0.617809,0.645258,0.977025,0.192774,0.330225,0.778065,0.155854,0.330527,0.717870,0.106876,0.382531,1.667000,0.113069,0.500110,1.099697,0.141378,0.338868,1.933321,0.087864,0.548953,1.302598,0.137374,0.213101,2.130783,0.195183,0.510425,1.270198,0.143466
13.500000,-3.262572,-0.884289,95.483345,2.590708,2.010845,96.720161,-27.174017,-0.545479,134.838272,25.277628,4.929268,139.191986,-19.981014,-0.257412,84.516731,20.405632,4.819683,83.289879,-18.487186,5.493717,47.637733,17.509895,12.427971,46.552689,-12.680460,0.876385,8.773407,12.362533,9.943760,7.830125,-15.403332,10.365662,2.918387,14.890671,21.527061,2.818455,,0.404346,0.650100,0.164601,0.447931,0.736093,0.181128,0.842028,0.757795,0.615095,0.634071,0.974759,0.182188,0.331650,0.789942,0.158283,0.308717,0.716264,0.094958,0.365765,1.671401,0.121703,0.516653,1.093264,0.152078,0.353417,1.925610,0.078474,0.565763,1.294551,0.130387,0.202423,2.130330,0.189535,0.503699,1.253125,0.133631
14.000000,-3.352373,-0.839016,95.492645,2.674047,1.952381,96.807610,-27.287426,-0.461830,134.798904,25.439653,4.939949,139.279938,-20.099630,-0.314571,84.530617,20.475487,4.764637,83.336746,-18.531555,5.232605,47.612114,17.527319,12.071030,46.533562,-12.663044,0.439251,8.754614,12.353574,9.497879,7.837296,-15.417655,9.924213,2.920238,14.912807,21.066566,2.818907,,0.405915,0.663698,0.164872,0.440700,0.728759,0.180504,0.831401,0.760984,0.613627,0.625068,0.972028,0.173049,0.344206,0.802516,0.166213,0.283819,0.712558,0.084458,0.342986,1.676273,0.136172,0.523674,1.090115,0.160301,0.374077,1.917524,0.079817,0.575179,1.284873,0.122538,0.203165,2.127546,0.181641,0.496337,1.237848,0.125469
14.500000,-3.439988,-0.793747,95.495232,2.763121,1.894356,96.893295,-27.391611,-0.380699,134.756454,25.602781,4.940708,139.366180,-20.211962,-0.369316,84.539078,20.542553,4.705013,83.383263,-18.576283,4.992939,47.580212,17.538786,11.709663,46.519684,-12.647709,0.003151,8.740149,12.350748,9.051750,7.851125,-15.427384,9.482292,2.922781,14.948856,20.605614,2.821845,,0.399182,0.676056,0.164127,0.429000,0.719783,0.178425,0.800861,0.759201,0.611689,0.619241,0.967138,0.161902,0.356722,0.810562,0.175144,0.267858,0.710057,0.076959,0.316044,1.676182,0.151499,0.533121,1.090332,0.161355,0.396797,1.912096,0.093283,0.572939,1.276404,0.117617,0.214592,2.124845,0.174723,0.485814,1.225144,0.117443
15.000000,-3.522719,-0.749870,95.493881,2.854864,1.839901,96.976051,-27.486851,-0.306023,134.711792,25.769157,4.942280,139.444977,-20.314404,-0.425430,84.543839,20.603849,4.642933,83.427658,-18.618416,4.765335,47.544968,17.537266,11.347733,46.508308,-12.631208,-0.431255,8.727861,12.347967,8.605869,7.864186,-15.437244,9.042542,2.925890,14.985909,20.146187,2.824192,,0.393771,0.686282,0.165205,0.410335,0.711351,0.172324,0.789254,0.754205,0.612060,0.617198,0.961843,0.152066,0.374614,0.817445,0.187158,0.259966,0.704998,0.074706,0.291922,1.677345,0.169080,0.535178,1.092389,0.159560,0.414413,1.906350,0.114216,0.565020,1.270019,0.116298,0.234661,2.120268,0.170210,0.473048,1.217710,0.114223
15.500000,-3.607484,-0.707108,95.487450,2.948601,1.788033,97.055435,-27.592876,-0.244541,134.663239,25.933805,4.937702,139.521667,-20.402493,-0.479870,84.545311,20.662527,4.579662,83.470482,-18.657814,4.558487,47.505207,17.528061,10.980392,46.503067,-12.623472,-0.863102,8.722903,12.347492,8.155697,7.878801,-15.440258,8.602680,2.929051,15.034647,19.684288,2.828308,,0.382636,0.694784,0.165269,0.393440,0.702240,0.166209,0.755676,0.745784,0.611050,0.626757,0.956397,0.146129,0.389064,0.820061,0.196681,0.264979,0.700668,0.076233,0.277253,1.674071,0.185610,0.543668,1.097647,0.148598,0.428334,1.902325,0.136926,0.552636,1.266988,0.122432,0.255225,2.114846,0.166785,0.453313,1.215654,0.111354
16.000000,-3.693552,-0.666950,95.478592,3.043162,1.741402,97.130608,-27.704897,-0.197815,134.611588,26.096401,4.936462,139.590576,-20.481451,-0.537125,84.544609,20.715630,4.515305,83.511955,-18.695757,4.362972,47.465324,17.513390,10.613533,46.500175,-12.619043,-1.291557,8.723358,12.346381,7.705139,7.891181,-15.443644,8.164986,2.933289,15.075476,19.225151,2.828530,,0.373631,0.699579,0.165954,0.375680,0.695087,0.156468,0.739858,0.736289,0.613363,0.641989,0.953055,0.146852,0.404078,0.819783,0.206374,0.277695,0.693381,0.082373,0.273545,1.672248,0.195973,0.548075,1.100873,0.137844,0.431424,1.898704,0.156910,0.539264,1.268494,0.134719,0.279177,2.108643,0.169595,0.426482,1.219674,0.112335
16.500000,-3.783290,-0.629307,95.466148,3.133167,1.697342,97.199280,-27.839544,-0.170013,134.555145,26.253607,4.932198,139.655899,-20.543699,-0.593910,84.543556,20.767096,4.451477,83.549484,-18.729406,4.179398,47.422115,17.492403,10.240917,46.501534,-12.625972,-1.717056,8.730616,12.343665,7.248699,7.899433,-15.442474,7.727394,2.936897,15.117342,18.761978,2.827613,,0.365452,0.702994,0.166061,0.366204,0.688332,0.148669,0.706512,0.725676,0.614806,0.672904,0.950896,0.157315,0.413297,0.816654,0.212160,0.291808,0.685991,0.088550,0.279495,1.668921,0.203088,0.558009,1.106421,0.121888,0.428644,1.894778,0.173580,0.523497,1.273537,0.151399,0.296640,2.101002,0.170053,0.396735,1.229429,0.113986
17.000000,-3.878223,-0.595051,95.452423,3.221049,1.657410,97.262505,-27.990465,-0.160393,134.495621,26.403286,4.929695,139.715195,-20.600071,-0.653805,84.541847,20.814465,4.386749,83.585846,-18.761082,4.000938,47.381405,17.473297,9.868702,46.503777,-12.640701,-2.139183,8.744607,12.338249,6.791061,7.904738,-15.440740,7.290855,2.940839,15.144892,18.301422,2.820975,,0.358211,0.702571,0.166112,0.361497,0.683795,0.138903,0.679590,0.719459,0.619856,0.704913,0.954148,0.176973,0.419760,0.809990,0.216307,0.307869,0.676335,0.097042,0.294027,1.666807,0.200158,0.564475,1.105467,0.110101,0.417301,1.891998,0.183273,0.510335,1.282676,0.167374,0.312629,2.093554,0.175716,0.360166,1.243077,0.119716
17.500000,-3.975465,-0.564163,95.436676,3.299155,1.618698,97.316307,-28.162050,-0.167839,134.432251,26.546103,4.925743,139.768753,-20.644144,-0.714897,84.541924,20.861616,4.321625,83.616486,-18.788973,3.822174,47.338478,17.453291,9.492393,46.506985,-12.664721,-2.559563,8.762279,12.329271,6.329689,7.903375,-15.439181,6.853874,2.944031,15.159466,17.836662,2.809753,,0.357616,0.701664,0.165891,0.365914,0.680261,0.132182,0.660480,0.716761,0.625213,0.746260,0.957991,0.201390,0.420768,0.802182,0.217456,0.315007,0.666255,0.104830,0.312631,1.666844,0.194102,0.571587,1.105519,0.100807,0.401883,1.887203,0.189209,0.491819,1.293505,0.181512,0.320544,2.084882,0.175765,0.335393,1.260527,0.124302
18.000000,-4.075924,-0.536716,95.420227,3.371570,1.580616,97.364052,-28.346724,-0.188446,134.368027,26.677481,4.918137,139.819717,-20.685791,-0.778263,84.542290,20.907944,4.254269,83.645706,-18.812725,3.638531,47.298958,17.438490,9.115997,46.509235,-12.697650,-2.978790,8.785031,12.316761,5.866402,7.899400,-15.436372,6.416111,2.946777,15.159060,17.372719,2.793692,,0.357092,0.698505,0.165812,0.374070,0.677625,0.125362,0.651138,0.724487,0.633433,0.779739,0.967493,0.229778,0.417878,0.791897,0.216614,0.325465,0.656166,0.114232,0.335328,1.667500,0.182918,0.573464,1.097467,0.096281,0.383790,1.883540,0.188860,0.475352,1.305288,0.189402,0.322308,2.076428,0.177934,0.316052,1.277760,0.134086
18.500000,-4.174855,-0.512402,95.403442,3.433340,1.541950,97.401932,-28.536188,-0.217190,134.303787,26.802996,4.907967,139.863998,-20.723791,-0.844757,84.544571,20.954567,4.183647,83.669617,-18.834229,3.444248,47.258976,17.428940,8.739559,46.510086,-12.734935,-3.398941,8.807731,12.300648,5.403435,7.890719,-15.437270,5.976536,2.949162,15.137796,16.905914,2.771928,,0.363239,0.695998,0.165465,0.385734,0.675757,0.121341,0.671189,0.739830,0.641863,0.812277,0.975324,0.256904,0.412993,0.782093,0.214827,0.327793,0.646271,0.124229,0.360603,1.672644,0.171926,0.570112,1.088988,0.095000,0.365291,1.877679,0.186324,0.452448,1.315983,0.192858,0.318572,2.067659,0.175664,0.313547,1.295330,0.139994
19.000000,-4.270316,-0.491142,95.386353,3.486740,1.500294,97.434006,-28.723475,-0.248127,134.243118,26.916391,4.888039,139.908600,-20.761526,-0.912766,84.547348,21.003757,4.108219,83.691742,-18.849947,3.235260,47.222420,17.423946,8.363407,46.508533,-12.777014,-3.821465,8.831841,12.282616,4.938728,7.881676,-15.437712,5.534515,2.951314,15.106939,16.437630,2.748340,,0.370357,0.693500,0.165974,0.397206,0.672949,0.117608,0.715080,0.765325,0.652452,0.832021,0.984815,0.282967,0.405948,0.771834,0.211891,0.335158,0.639053,0.134585,0.384963,1.677302,0.164762,0.559719,1.074412,0.095053,0.350180,1.872244,0.181909,0.428753,1.324365,0.189849,0.308139,2.058232,0.174614,0.323420,1.308992,0.148359
19.500000,-4.358160,-0.471870,95.370468,3.531919,1.456566,97.458321,-28.889837,-0.274464,134.188873,27.024364,4.861919,139.947861,-20.803133,-0.985573,84.550110,21.054028,4.026192,83.711189,-18.864189,3.009819,47.187992,17.426914,7.992275,46.505299,-12.818002,-4.248367,8.853328,12.263336,4.477039,7.871907,-15.441303,5.089085,2.953377,15.056980,15.968117,2.721169,,0.379155,0.692656,0.166446,0.407500,0.669984,0.115706,0.762290,0.796435,0.661627,0.845008,0.990353,0.305659,0.401314,0.763691,0.209872,0.339805,0.633138,0.145216,0.408161,1.686809,0.160595,0.540368,1.058645,0.094446,0.339952,1.866014,0.178249,0.400976,1.329735,0.184343,0.295918,2.049568,0.172499,0.329344,1.319739,0.151495
20.000000,-4.436679,-0.454819,95.354942,3.568596,1.407978,97.478249,-29.037577,-0.291443,134.142914,27.123018,4.821651,139.988556,-20.845793,-1.059952,84.553009,21.108141,3.936935,83.728867,-18.872948,2.765141,47.156540,17.432238,7.623405,46.499203,-12.855934,-4.680664,8.872481,12.244683,4.014450,7.865771,-15.447043,4.640247,2.956826,15.008518,15.495453,2.696186,,0.389549,0.693500,0.168509,0.415179,0.664795,0.113818,0.831404,0.829647,0.672276,0.846454,0.992927,0.324471,0.398268,0.757065,0.207590,0.344361,0.631664,0.153639,0.423337,1.694019,0.161966,0.514860,1.041119,0.094327,0.337892,1.859152,0.177455,0.371880,1.331344,0.175702,0.282242,2.039352,0.171899,0.342719,1.324664,0.152955
20.500000,-4.501137,-0.438564,95.341682,3.600691,1.356773,97.493866,-29.139420,-0.292789,134.110352,27.214911,4.770626,140.026733,-20.894323,-1.139900,84.553360,21.164747,3.838966,83.747185,-18.879839,2.502594,47.130180,17.443977,7.263531,46.492210,-12.887732,-5.120270,8.888416,12.228098,3.554558,7.862465,-15.452306,4.186954,2.960266,14.951006,15.022522,2.672010,,0.396821,0.696280,0.171166,0.419773,0.658639,0.113245,0.863136,0.862136,0.680195,0.840121,0.990902,0.339807,0.399912,0.753769,0.207125,0.348257,0.632300,0.160701,0.431450,1.704924,0.162910,0.481868,1.022999,0.095720,0.342945,1.853625,0.179814,0.342784,1.330228,0.169056,0.269990,2.030670,0.171458,0.336910,1.325336,0.149674
21.000000,-4.553931,-0.423683,95.329552,3.626652,1.301277,97.507301,-29.212706,-0.278694,134.088943,27.301451,4.703941,140.065582,-20.943968,-1.222439,84.552872,21.223589,3.732933,83.764328,-18.882307,2.222519,47.106247,17.456209,6.909107,46.483089,-12.910191,-5.566555,8.900284,12.213463,3.094280,7.866342,-15.460254,3.730415,2.965849,14.908075,14.545883,2.653274,,0.404528,0.701238,0.175579,0.420807,0.650177,0.113066,0.904788,0.888695,0.688415,0.826967,0.984847,0.350183,0.405175,0.753150,0.206643,0.344716,0.637607,0.163474,0.429756,1.712285,0.164183,0.448006,1.007920,0.097387,0.357555,1.846787,0.186287,0.315795,1.326121,0.161703,0.260191,2.020407,0.170306,0.337763,1.320556,0.144323
21.500000,-4.589623,-0.409058,95.320084,3.650798,1.243717,97.519440,-29.229723,-0.244877,134.085220,27.378790,4.623062,140.104309,-20.995623,-1.309948,84.548538,21.286518,3.618328,83.784149,-18.881615,1.926437,47.089352,17.470749,6.565155,46.473373,-12.922486,-6.021084,8.910115,12.203259,2.634003,7.874676,-15.464465,3.269279,2.971630,14.869183,14.068939,2.639646,,0.407636,0.707620,0.180903,0.418784,0.640757,0.114292,0.899437,0.910543,0.694216,0.807728,0.975405,0.357659,0.413916,0.755704,0.208067,0.339485,0.645209,0.163921,0.419664,1.721422,0.162702,0.414690,0.994006,0.102399,0.371385,1.842981,0.194517,0.292324,1.321584,0.157713,0.253416,2.011876,0.167854,0.329718,1.312554,0.136828
